el
composed
saw
grow
mean
keep
keep
costs
drew
beginning
drop
started
called
Greeting
greeting
answered
hesitating
turned
Willems
said
wonder
means
know
floats
added
loving
ran
rested
said
adding
squatting
looking
lay
supported
written
born
end
walking
open
seeing
knew
fighting
put
led
drank
Have
stood
turned
Have
watched
burning
Have
followed
sleeping
woke
die
struck
flashed
deal
dropped
whistling
took
dared
shook
threw
lit
stained
looked
gleamed
lending
died
hands
raked
wiping
clasped
rested
stirred
changing
taking
fixed
went
pursuing
lives
blind
gives
cooks
saw
muttered
assented
seen
goes
comes
ask
go
interrupted
go
look
listen
comes
go
enter
remain
sat
looked
heard
becomes
seen
heard
said
hear
shouted
growled
subsided
muttering
went
left
spoken
listen
said
seen
see
exclaimed
seen
walking
dry
heard
spoke
knows
heard
nodded
gave
silent
fixed
lay
staring
rippled
amongst
supporting
lying
rose
cleared
withered
burnt
lying
framed
came
rushed
appearing
obscuring
leap
measured
overpowering
swallowed
dozed
sat
thinking
sighing
slapping
keep
wandering
rising
settle
pursuing
attained
chasing
seemed
hang
arrested
revived
woke
sat
shivering
spoke
runs
wear
destroy
listened
shaken
appeared
disappointed
find
recognized
conceal
declared
ruled
discontented
made
lasted
carry
Received
persisted
clearing
built
fortified
seemed
think
interfere
settled
began
intrigue
failed
produce
expected
back
Disappointed
organized
besieged
appeared
armed
shaken
quelled
cared
encounter
subsided
nursed
keeping
recognize
answering
claimed
come
take
left
notwithstanding
lived
cherishing
seems
brought
grew
burnt
leaving
expiring
fanned
blundered
earning
leading
served
visited
beheld
struggled
touching
gathered
attaching
affected
became
read
hated
interfered
found
followed
received
stood
looked
undismayed
deemed
dying
stricken
see
died
scoured
wedged
burning
coming
devoted
saving
succeeded
came
look
found
blinded
fallen
became
Helped
carried
succeeded
escaping
hauled
hear
dashing
sitting
blackened
bleeding
looked
find
mad
said
pressing
answered
fight
die
added
live
live
dreamed
dispelled
sought
gave
nursed
recovering
attended
extended
spoke
ear
sweep
know
exclaimed
falls
drink
done
changed
changed
appeared
sent
deliver
surprised
hear
going
made
tame
began
began
fight
survived
got
lives
brave
talk
carried
wander
haunt
armed
died
hear
suffering
living
told
alluded
armed
throng
stills
arrests
fixes
talk
suffering
died
died
survived
became
came
loaded
claimed
came
pass
fleeing
managed
end
baffle
inquired
missing
belonging
remained
told
said
believed
ventured
asked
suppose
amongst
gain
recommended
wagged
withdrew
put
completed
followed
remained
confiscated
hauled
rotted
warped
fell
vanished
sticking
neglected
served
remind
felt
recognized
submitted
learn
equalled
acquire
kept
rekindled
expiring
moderated
attain
deprecated
admit
done
think
poisoning
maintained
done
grasp
Killing
dismissed
wanted
set
considered
wanted
established
help
oust
remove
apply
make
safe
mean
find
induce
settle
fall
wanted
found
said
kept
know
get
ignored
think
run
mentioned
known
lament
laid
assented
grasp
throw
secured
experienced
restraining
let
seen
introducing
run
wait
pervaded
squatting
testing
talking
take
depart
pay
lived
enclosing
stood
built
grew
bubbling
ran
led
given
impressed
bore
visit
listen
call
interrupt
standing
see
sat
talking
hear
watched
rise
taking
lead
arrange
go
going
sat
looked
accustomed
see
remember
sitting
dying
knows
groping
noted
changed
met
leading
noticed
seem
visits
coming
fancied
see
watched
moved
preparing
went
refusing
startled
announcing
come
make
asked
shook
pointed
moving
sitting
speak
declared
reposing
passed
sleeping
taking
paddled
dilapidated
account
need
kill
known
explained
make
know
said
seen
give
written
worship
thrown
mark
Let
know
keep
know
seen
seen
stretched
closed
sat
riveted
advanced
rose
declining
bowed
seemed
seek
wandering
returns
lay
beloved
Lend
said
go
look
rises
sitting
pushed
stretched
kept
laughed
say
making
remarked
believed
say
answered
changing
dropping
know
take
leave
want
get
promise
amongst
drink
said
disguising
remember
drink
drink
retorted
lifting
darting
glared
turned
got
kicked
scrambled
hung
catch
standing
walked
made
tugging
bumping
jumped
balancing
slipped
gave
sent
regained
drifted
knelt
fought
sat
grasping
peering
made
struggled
thought
go
shouted
take
yelled
straining
fell
laughed
fell
fixed
swept
left
unheeding
reached
landed
departed
leaving
get
remembering
served
treated
felt
married
adopted
unreasoning
looked
seemed
filled
choose
acquaint
adopted
confide
discouraged
help
drew
made
drifted
wished
grew
dragged
watched
sunrises
wondering
occur
missed
seemed
lost
buried
gone
mooned
watching
discharging
loading
owned
felt
inside
became
think
felt
gnashed
thought
heard
stirred
moved
swept
savages
strove
struggled
fought
worked
prolong
lived
lived
seemed
left
filled
tormenting
took
wandering
flourishing
born
passed
crowded
get
stepped
shooting
elevated
murmuring
ran
marked
bordered
coming
provoke
accept
retiring
left
imported
wallowed
walked
stretched
looked
send
wondering
look
run
yelling
Willems
sought
snorted
scrambled
stared
tried
slink
stampeded
scattered
sent
flying
left
trampled
overturned
brandishing
ran
sought
left
grew
took
crossed
hide
skirted
keeping
nodded
leaves
see
getting
land
follow
winding
find
led
ending
go
oppressed
seemed
push
glittering
recommence
paddling
seek
find
paddled
came
left
rattling
appear
endures
crept
amongst
meandered
twining
made
take
seemed
frequented
landed
following
found
fell
lay
dropped
continued
narrowed
saw
stopped
surprised
fancied
heard
growing
looked
trembled
ran
passed
looked
died
stood
drooping
hurried
driven
entered
caught
hastened
came
carrying
heard
stopped
putting
turned
look
stood
walked
moved
let
pass
kept
fixed
took
approached
tossed
caught
brought
passing
walking
heard
felt
darted
touched
seemed
stirring
penetrating
carried
made
round
passed
taken
pursuing
arrested
stood
dart
suggested
met
waving
descended
streamed
changing
lost
vanishing
enlarged
looked
stared
charmed
carries
tingling
feeling
begins
ends
making
sleeping
awakening
moved
halted
came
seemed
driven
rippled
round
scorched
drew
takes
gives
confront
come
took
look
stood
watching
baffled
repelled
frightened
wants
works
seems
holds
contains
frightened
looked
seemed
pierce
look
see
disclosed
enchanting
subduing
looked
appeared
standing
approached
nearer
felt
Confused
rushed
disordered
stunning
heard
asking
answered
went
said
holding
added
feeling
spoke
listened
looked
dropped
sent
composed
gave
passed
put
keep
wanted
come
rushes
spoken
whispered
looked
running
rested
smiled
darts
short
hold
lost
absorbed
rejoices
goes
runs
remembered
parted
caught
drinking
drifting
returning
came
taken
speak
obeyed
go
looked
took
changed
seemed
flew
acquired
looked
tumble
felt
drank
shuddered
reached
crossed
walking
greeting
jarred
took
tried
speak
ended
sat
smoking
felt
entered
bringing
shout
quarrel
thought
like
assault
glanced
smoked
planning
seemed
Willems
wanted
chatter
trying
repress
looked
retired
leaped
ran
sat
talking
lifted
look
crossed
thrown
disappeared
came
passing
paced
muttering
left
thinking
remain
behaved
retired
round
watched
till
followed
rising
woke
get
crossed
met
threw
listened
fell
streamed
softened
touched
sparkled
rested
stood
shimmering
crossed
flashed
poured
rolled
wrapped
decaying
felt
soothed
lulled
vanished
seemed
melt
lay
contented
perfumed
recalling
came
seen
knew
appeared
vanquished
surmounted
made
spoke
looked
made
speak
look
understand
told
understood
made
amongst
enslaved
felt
felt
confronted
met
stood
listening
holding
became
blurred
grew
seemed
leave
lay
stretched
moving
knew
frighten
lay
whilst
looked
standing
lost
touched
streamed
amongst
mingled
framed
claimed
born
struggles
towards
came
watched
commencing
wraps
end
sing
hear
told
repeated
told
said
expressed
watched
soften
charmed
intoxicating
going
left
lived
submit
realized
snatched
retrieve
accomplish
gone
gone
remained
become
fluttered
tormented
soothed
came
sank
took
sat
awakened
falling
seemed
rush
leaving
flung
sat
fallen
staring
catching
dismay
looked
touched
ran
twisted
sat
ran
startling
disappeared
growing
leaving
vanishing
scrambled
walked
hugged
told
shoving
lifted
gazed
taking
charming
marched
taken
set
guarded
slow
keeping
sat
growing
grasp
set
falling
ends
digs
nails
yielding
slipping
came
giving
Something
seemed
snap
kept
darted
see
See
Go
raging
wanted
keep
open
absented
know
Almayer
think
ask
lie
lied
showed
Everything
gets
known
care
Cared
die
saw
urged
tried
tell
return
go
look
used
meet
lay
took
sat
go
return
touched
leaped
forgetting
swung
dash
thunderstruck
go
called
get
led
went
pursuing
found
branched
towards
stood
listening
following
came
tearing
twisted
cracked
stood
looked
rose
leaves
standing
floating
rose
looking
seemed
comes
seemed
see
went
horrified
tried
tell
experienced
despised
destroyed
disappointed
seemed
surrendering
lost
struggled
lost
fell
gave
gives
gone
fell
flung
lay
burning
destroyed
buried
choked
living
dared
affront
dared
revolt
tried
hide
fluttered
hovered
ran
glided
heard
hurried
sparkling
chasing
sheltering
dismissed
ran
making
laid
took
stood
looking
moved
sighed
looked
picked
began
fanning
fluttered
smiled
brightened
broke
dropped
drew
vanish
moved
took
placing
sat
spread
resting
looked
became
wavered
grew
dissolved
growing
felt
removed
seemed
float
closed
opened
closed
sat
grasping
blinked
muttered
looking
rising
looked
fell
exclaimed
listen
went
come
stood
leaned
dare
said
subdued
dare
want
hear
speak
listen
said
remember
used
say
took
believed
admit
retorted
Listening
funny
said
come
make
come
catch
die
want
Come
finished
speaking
appeared
rose
stood
soiled
torn
clothed
faded
flung
uncovering
tangled
perspiring
straggled
glittered
amongst
grew
put
barefooted
surveyed
said
taking
dropped
come
began
see
interrupted
spared
making
mistaken
got
look
Let
speak
exclaimed
Do
think
come
began
come
look
come
chimed
waved
give
eat
went
call
delighted
know
exchange
Tell
kill
steal
exclaimed
borrowed
lied
hissed
sleeping
steal
went
thought
steal
raised
missed
said
mocking
stole
pay
Something
caused
pause
looked
help
shocked
went
listen
suffer
lifted
raving
added
know
whispered
gone
repeated
gone
exclaimed
subdued
know
flattering
hearing
leaned
looked
whispered
know
went
know
means
know
torn
feel
come
live
said
call
left
pleased
going
want
come
Be
act
repeated
abandon
Do
think
made
think
moves
lives
breathes
fans
breathes
receives
looks
seen
feeling
moved
affected
yawn
bore
muttered
go
coming
know
left
tell
fixed
sent
let
know
said
added
prevents
following
asked
said
like
kick
answered
look
starved
think
eaten
matter
said
bared
covered
biting
forget
pain
hurts
struck
reeled
fell
stood
closed
Disgusting
said
father
see
talk
sold
muttered
opening
said
stopped
confused
recovered
went
thrown
flung
made
kill
spoke
meant
suppose
sold
meant
spoil
feel
touch
spoke
ceasing
glared
breathed
looked
got
said
want
become
shrugged
set
want
ask
want
unbuttoned
went
paying
expect
shut
paused
brightened
turned
dilapidated
looked
finding
dazzling
went
mould
adore
soften
go
knew
changed
wandered
became
repay
said
need
interfere
cut
mind
approve
feel
approve
app
choked
enraged
spluttered
looked
assure
said
think
destroy
ruin
gives
know
heard
made
see
see
see
interrupted
think
know
intriguing
happened
hanging
Do
bring
know
knock
destroyed
woke
sat
rushed
caught
walked
stumbled
lay
kicked
shouted
made
speak
howled
Take
see
frighten
scarecrow
went
walked
See
going
come
live
come
comes
kill
struck
show
kill
perching
held
pointed
retreating
Look
runs
said
funny
vanished
glistening
sparkled
danced
took
waved
called
sleeping
swung
struck
rushed
travelled
darkening
fanned
campong
expiring
rose
swayed
wavered
eddying
filled
clustered
dozing
woke
broken
hesitating
sent
squatted
filled
repeating
talk
exhaust
seem
thresh
speaks
fought
loved
came
sat
overhanging
hear
round
weaving
left
given
using
sleeping
sat
rubbing
mustered
draw
meditating
lay
supported
waving
towered
looking
stood
ranged
leaned
belonging
looking
reddening
approaching
squatted
held
took
opened
tearing
deposited
wrapped
paused
seemed
miss
turned
side
ejaculated
glanced
looked
standing
stirred
prodded
repeated
faces
trailed
husking
stopped
afresh
repeated
died
turned
saying
lips
moved
spoken
absorbed
going
forgotten
sat
leaning
blinking
dazzled
gone
see
engrossed
interfered
disturbed
left
stood
walked
watched
gave
built
prepared
intended
thought
disclosed
agreed
used
shelter
persuaded
leave
kidnapped
mind
putting
working
communicated
set
armed
stretched
closed
tangled
fired
penetrate
slipped
closing
tied
beaten
buttressed
clearing
roofed
covered
put
ascending
led
built
facing
glowed
ordered
attend
squatting
lifted
gaze
advanced
took
looking
muttered
stretched
made
stopped
coughing
Encouraged
entered
came
leading
followed
led
sat
leaned
darting
rested
sitting
thrown
moving
dropped
set
yellowed
Is
asked
answered
taken
knew
move
see
heard
given
said
went
repeated
turning
side
see
said
added
return
crafty
return
cursed
exclaimed
accursed
assented
know
made
dirt
said
fought
said
come
went
send
come
defile
breathe
mock
poison
steal
grown
tear
drew
struggled
broke
continued
neglected
forgotten
come
show
found
said
saw
saw
suffer
die
murmured
knows
written
whispered
let
come
exclaimed
escape
went
come
hated
crumble
added
fight
perish
see
murmured
exclaimed
falling
see
saw
hear
died
live
added
said
speak
comes
speak
advised
fought
heard
coming
done
know
delivered
says
leave
anchored
spoke
fixed
become
lifted
ceased
approached
hear
stood
looking
parted
going
speak
entreating
remained
sat
absorbed
said
speak
trust
understand
understand
continued
moving
ceased
went
stoned
asked
crafty
fight
answered
left
Tell
said
knows
know
suffer
Tell
die
die
asked
made
held
said
looking
pass
faces
made
answered
coughing
doubled
rocked
fro
wheezing
moaning
looked
leaned
exhausted
wailed
groping
trembling
Is
Is
said
touching
went
said
forgotten
die
speak
forsaken
calmed
asked
Is
see
answered
said
attempting
get
helped
rise
walked
waited
went
came
dragging
praying
poured
outstretched
eased
stand
droned
made
stepped
move
looked
approaching
stood
facing
appeared
embarrassed
caught
pointed
glowed
whispered
done
done
kept
murmured
went
look
keep
watch
sent
come
likes
waited
go
muttered
doubt
went
run
said
go
seek
want
live
die
asked
care
exclaimed
wringing
darted
hissed
Do
think
live
said
despises
despises
know
muttered
remember
hold
thirsty
ceased
stood
looking
heard
glorifying
cocked
appeared
listen
swelled
dying
recommencing
growing
cease
pauses
rushed
released
started
restrained
whispered
separated
appeared
trailed
breathed
spoke
came
said
walked
caused
rush
went
Do
hear
aimed
tried
rush
amongst
holding
stopped
shouted
Hold
ceased
strangled
heard
howling
said
speaking
blasphemes
hold
killed
muttered
looking
stood
gleaming
distended
restraining
kept
said
speaking
added
said
releasing
stepping
go
go
flew
disappeared
looked
heard
renewed
calling
Let
go
sent
collapsed
moaned
stared
forcing
pushed
followed
closed
rose
glanced
crouched
hiding
flew
darted
carrying
rushed
pressing
round
hanging
closed
touching
appeared
dashed
disappeared
lay
supporting
giving
tormented
Help
rise
called
crouching
stared
took
listened
gave
let
fall
nodded
trembled
fluttered
rested
stirred
soared
flew
spinning
turning
driven
closed
walked
went
chartered
convey
opened
made
become
bestowed
prized
made
became
contained
visited
looked
come
return
take
dying
hands
spread
caused
recognized
found
cousins
lay
lent
influenced
faced
held
paid
listened
entered
bore
becoming
forgets
waking
walked
snatch
murmur
deprecating
rebuke
attempted
touch
carried
straight
gave
proclaimed
trimmed
looked
belied
shake
dwelt
traversing
hail
see
talk
read
enclosed
came
left
delivered
withdraw
calling
bless
succeeded
rang
ordered
neglected
provide
attain
overcome
get
became
receiving
urging
decisive
found
anchored
spreading
seems
hesitate
flows
reefs
attempted
lack
getting
wrecked
bear
boast
come
grief
trying
wrest
returned
encouraging
waited
expected
see
tormented
feeling
felt
lighthearted
superintended
made
set
ranged
piled
decided
take
made
gathered
round
moving
gathering
discussed
coming
burned
lay
strolled
stopping
listening
came
expired
hung
thickening
glancing
hiding
answer
dashed
invited
meet
landed
greeting
walked
caused
subsided
dragged
tramped
growing
ran
snatching
thrust
waved
burst
ascended
lit
flashed
showing
manned
lying
lifting
dipping
kept
stood
called
answered
gladdens
landed
steadying
extended
exchanged
protected
wrote
written
walked
holding
met
crackling
stood
invoking
holding
led
round
followed
accompanied
dressed
fell
buttoned
halfway
round
wore
shod
hung
sat
dropping
tucked
arranged
seated
filled
crowded
looked
whispering
went
sat
squatted
glanced
sitting
seemed
rouse
began
speak
described
flowing
ending
turn
sat
listening
assented
ejaculated
Warming
proceeded
went
relate
connected
spoke
growing
keep
made
ruler
took
made
put
caused
strike
left
kept
panting
trade
accept
give
accord
exacted
exclaimed
glanced
turned
exclaimed
trade
got
spoke
emphasizing
paying
defiled
hold
seeks
cause
trades
buys
starve
went
said
speak
sell
buy
spoke
spoke
amongst
brought
Bring
receive
owe
laughed
struck
fight
said
come
answer
moved
passed
waited
come
enter
said
exclaimed
want
see
el
wrote
got
hurried
kept
ran
cast
approached
getting
went
entered
waiting
talked
chewing
strutted
looking
stood
flitted
sent
came
stood
waiting
noticed
beckoned
asked
says
answered
speaking
listened
eighty
saying
want
broke
coming
muttered
enters
said
go
see
el
became
said
take
offered
strike
interrupted
looked
disturbed
turned
said
Let
go
rattled
behold
made
remain
steered
walked
followed
kept
talking
looked
appearing
listen
moved
stopped
facing
see
said
saw
enslaved
spoke
knew
answered
listening
loved
hesitated
hesitated
knowing
made
raged
came
ended
tapping
guide
fight
went
killing
let
give
fires
assented
open
amongst
satisfy
satisfied
said
hesitated
looking
stroking
waited
parted
spoke
turn
catch
live
take
mumbled
live
finished
drew
added
done
want
done
stood
roaming
burned
wavering
wreathed
gleaming
see
returned
sitting
hunched
got
appeared
talking
dignified
came
strolling
passed
faces
turned
moving
circled
round
came
made
woke
Open
go
said
answered
lifting
swung
made
retraced
made
whispered
stopped
seeing
come
sighed
feed
added
breathed
serves
comes
sidled
brushed
hung
holding
murmured
found
lie
knows
saw
heard
exchange
distinguished
asking
becoming
disapproving
accompanied
followed
fell
ignore
going
happen
roamed
moved
windward
squatted
began
playing
engrossed
withdrawing
shaking
burnt
Sitting
hear
distinguish
spoke
flowing
interrupted
annoying
make
saying
thought
sat
gazing
inspired
came
set
felt
known
want
grasp
flitted
felt
hearing
lifted
passed
coming
trickled
appeared
moving
passed
disappeared
wondered
got
forgot
