exposes
occupied
deceased
nicknamed
remained
addressed
seemed
know
looked
gave
used
poke
repelled
shrugged
screwed
laughed
rinsing
seemed
turned
kept
allowed
dressed
took
repeating
ask
drew
lisped
Listening
quizzing
teasing
used
quiz
avenging
used
call
tormented
made
kill
used
persist
wriggling
sniggering
sitting
seen
disliking
favoured
sitting
fidgeting
mocking
grimacing
wanted
get
thrust
managed
get
came
went
flying
turned
see
arranged
invited
accompany
want
set
reckoned
roared
trying
turn
waving
left
homestead
lay
clustered
beating
boomed
flew
Washing
turned
bowed
sounded
continued
proceeding
see
planted
planted
learn
turned
shut
rose
steps
raised
stood
learn
observed
see
lived
see
built
welcomed
observed
damned
came
Skipping
supported
got
made
hold
bending
lifted
assisted
dismount
cried
come
pay
find
gone
get
responded
appearing
Is
queried
cream
set
show
added
addressing
beckoning
treated
felt
obliged
led
observed
stepping
turned
driven
hung
representing
burning
blown
stood
covered
swarmed
accompanied
questioned
went
dropping
got
look
sniff
leather
smelt
smelt
seated
make
sank
seemed
fall
shutting
beginning
snore
gazed
started
shouted
rose
fell
Look
hear
Everything
come
heard
marvelled
carried
followed
covered
powdered
set
work
growled
sitting
seemed
fall
stood
saw
walking
rubbing
called
came
pay
behaved
educated
married
received
showed
looking
fail
think
scattered
suited
increased
inspired
thrust
watching
looking
seated
standing
strayed
pampered
seemed
express
drew
distended
seemed
love
care
kiss
bound
knew
went
excited
roused
shouted
strum
looked
responded
play
find
teach
broken
said
lapsed
began
like
see
escort
shouted
pacing
take
show
farming
went
set
work
clearing
turned
bowed
seemed
notice
smiled
took
led
went
discovered
suppose
farming
returned
acquainted
brought
intrusted
placed
entered
put
married
used
call
moist
suggest
involved
lost
moved
whine
gain
remind
hurt
complain
carried
liked
sauntering
happened
get
thrust
saying
began
assisted
get
get
ask
remind
promised
Promised
thought
apply
repeated
dwelling
keeps
get
say
sacred
chopped
beg
save
interrupted
flinging
gone
cut
see
hear
gave
rode
reached
came
gone
get
twined
exchanged
built
languishing
Everything
seemed
know
twisted
round
charming
rose
talked
lifted
used
speak
reminded
rode
heard
ceased
looked
saw
facing
gesticulating
pointing
stood
stirring
lighted
shone
believe
mentioned
prepared
expressed
recommending
battered
broken
read
write
aspired
become
felt
warm
used
say
gnashing
used
used
explain
mean
realised
seeing
get
covered
right
sprinkled
drew
quivered
slapped
seemed
express
strive
taking
marry
manage
asked
smiled
used
keep
observed
cried
understand
decided
let
trampled
coming
announced
surprised
seen
visited
Something
happened
exclaimed
rolled
sank
wore
repeated
fixed
sighed
articulated
come
Muttering
disconnected
got
went
ordered
appeared
overtake
bring
get
drive
astonished
alarmed
sending
made
seemed
Tell
tell
cried
saw
happened
thought
thought
gone
gone
answered
want
consult
speak
come
scowled
comes
allow
ask
madam
think
taken
spare
got
born
assented
looked
brought
saying
interrupted
repeated
know
know
sighed
lay
eating
lay
rest
fell
dreamed
ran
began
sporting
grinning
ceased
said
turns
gives
waked
move
thinks
worked
got
move
shooting
open
shoot
lain
crushed
referring
mean
beginning
Prepare
say
announce
wishing
began
shouting
come
unawares
planned
divide
according
directs
stopped
groaned
added
think
seeing
desire
continued
raising
humbly
beg
beg
said
assist
married
drawn
called
invited
reached
learnt
interspersed
seemed
left
wiped
composed
dividing
queried
manage
managed
write
helped
forwarded
sanctioned
given
oh
notified
laughed
see
made
spared
say
say
want
consult
go
invited
notice
fitting
exhausted
seemed
look
made
expected
got
made
asked
Stay
served
obliged
responded
get
backed
move
stop
went
mean
make
going
live
flung
ask
pleased
speak
like
care
till
give
clothe
observed
pardon
known
broke
say
My
Forget
Have
fear
passed
choked
made
soothe
understand
put
divide
come
imagine
rejoined
keep
coming
talk
thought
wish
decide
possess
reward
possess
feel
carry
resolved
accept
broke
cut
putting
groaned
expecting
went
looked
shook
murmured
noticed
addressed
talked
seemed
threatens
go
appointed
harnessed
rolled
enter
invited
given
brought
directed
put
wished
show
wore
chattered
giggled
wondered
apportion
called
put
induce
observed
keep
sitting
muttered
fixed
squinting
passed
begun
get
came
rolled
reached
leaped
spread
raised
heard
stopped
bark
greet
boys
gaped
open
awaiting
remember
struck
boughs
stuck
alight
squeaked
wearing
popped
dripped
went
saw
towering
know
felt
awe
attired
seen
laid
leaning
covered
lay
stood
gasping
expressed
greeted
articulating
seated
pointed
set
standing
wearing
stood
sat
wrinkled
seemed
lay
peeped
seemed
tell
used
liked
bent
amused
sitting
worn
absorbed
took
kept
moving
twisting
opening
stationed
began
talking
informing
consists
knows
kept
notice
called
sat
showed
seemed
murmuring
seated
hunched
cleared
scanned
began
follows
called
overcome
addressed
started
mumbled
continued
raising
wishing
said
come
unawares
purposed
proceeded
repeat
made
shouted
struck
lying
drawn
invited
wherein
consists
treat
ruled
put
took
written
began
drawn
defined
assigned
bowed
apportioned
said
whispered
want
read
made
beginning
snigger
put
caught
hastened
respond
dispensing
removed
boomed
come
remained
standing
skipped
take
read
Let
understand
took
began
read
set
assigned
made
interspersed
Do
hear
give
bowed
looked
assigned
quivered
resounded
licked
gave
liked
reserved
go
occupied
assigned
ten
wished
read
ran
carry
binding
seeing
seeing
render
rendered
carry
overtaken
averted
raised
dropped
touched
doubled
turned
crimsoned
bowed
bent
cried
pointing
thank
accept
thank
accept
rose
signed
rose
feeling
moved
sticking
gasped
lasted
gave
moved
looked
went
began
kissing
reach
read
drawn
went
explained
taken
assembled
consisting
required
began
entering
came
pointed
scowling
assumed
exhorted
dispensed
imagine
existed
Clothed
girt
round
stood
uttered
bowed
held
took
Is
known
roared
seemed
huddle
Do
know
shouted
know
responded
marked
say
said
dispersed
come
obey
answered
Something
come
grown
looked
think
coming
puzzled
stands
know
straying
wanted
display
opened
stuck
shouted
slammed-to
dispelled
decreased
became
seemed
cease
looking
match
rumoured
reserved
showed
moved
dignified
compressed
looked
augured
raise
turned
scanned
betrothed
thought
following
come
seemed
demand
changed
showed
overtaken
kept
working
twitched
Arrived
seemed
say
Having
finished
watering
rubbed
precedes
appeared
wished
performed
came
kindling
began
sighed
owing
bow
crossing
bending
pointed
beamed
shed
flourished
remained
prayed
sighed
muttered
chewed
turning
felt
moved
looked
began
pray
moistened
prostrated
thank
came
ate
made
propose
proposed
drink
honoured
uttered
ran
kiss
muttered
keeping
say
took
drinking
got
pointing
went
began
croaking
see
talking
said
repeated
knows
done
insult
began
tearing
clutched
flew
let
tell
desires
cancel
turn
returned
retreating
thundered
hold
turned
put
wanted
decided
make
cancel
began
drunk
spoken
done
fitting
stole
pinned
seen
sat
turned
folded
curved
got
opened
failed
brought
danced
said
know
make
ill.
angered
see
looked
stir
sitting
gave
said
rely
gave
expanded
gave
observe
went
pleased
get
teaze
addressed
pass
done
going
wish
going
go
turned
adding
walked
break
vanished
tried
keep
fail
blame
responded
spoke
see
whispered
retorted
know
suppose
foreseeing
lifted
got
see
observed
Storing
responded
expressed
rattled
separated
hindered
announced
set
took
kept
twitching
lisped
exploded
see
happen
give
twitch
got
told
seen
heard
shook
came
dinner
congratulated
said
feel
answered
showing
meditate
make
queried
tingle
clenched
unclenched
madam
tell
begin
drop
observed
began
speaking
referred
attended
interrupted
tell
added
hesitating
disturbed
disturbed
faltered
asked
fastened
shown
make
bows
seen
give
marry
get
confidence
know
let
tell
mean
tell
made
followed
going
began
mean
set
saving
set
go
say
appeared
call
remembers
sees
turns
enunciated
believe
kill
saying
mercy
cried
Think
saying
see
come
listened
came
consult
go
tormenting
tormenting
complaining
seemed
stab
came
shook
thrust
complain
began
wished
reveal
respect
knows
raised
crumble
go
snorted
show
regret
done
forget
stopped
praise
put
begged
sighed
assented
said
regain
went
clenched
unclenched
looked
said
feared
dying
made
get
vitiated
drove
withdrawn
grounds
getting
Let
vitiate
took
looked
drew
thrust
inquired
said
turned
seems
said
make
explain
come
explain
went
observed
disappeared
set
work
turned
till
attaineth
read
exclaiming
flung
received
set
taking
proposed
spend
stayed
returned
greeted
regarded
swarming
seized
hastened
find
firing
killed
hurried
saw
stopped
tugging
reins
looked
bathed
heaved
recognised
served
Is
living
asked
talked
Do
mean
say
sold
selling
sold
took
handed
took
consented
asked
changed
observed
become
say
say
crushed
drive
_drive_
entered
say
asked
suppose
married
Married
repeated
grinned
let
want
say
get
said
directs
say
tell
think
going
stopped
bordered
ran
flew
fired
missed
settled
followed
got
scolded
said
keep
waiting
brought
killed
look
huddled
wore
imagined
remained
surmise
count
talked
turned
beseeching
ate
preserved
addressed
beg
send
come
bid
tell
come
desire
see
make
restrained
let
know
continued
command
present
Do
hear
com
beginning
gave
turned
Do
hear
command
repeated
replied
whispered
came
see
happened
come
say
understand
got
went
revolting
turned
come
despatched
sent
written
t.
die
Let
go
come
commanded
gave
shown
knows
came
meeting
hanging
stopped
came
announced
admitted
make
said
present
refused
exclaimed
picked
made
owes
dares
tell
meddle
humour
say
happened
imagined
seize
put
settled
commented
get
fancy
obeyed
take
sitting
smiled
twitch
lift
went
smoke
struck
liked
joined
began
broken
expected
married
looked
began
uttering
poisoned
turned
tell
angering
flashed
groaned
left
struck
served
spared
see
brought
Had
depending
continued
spent
sucking
given
took
fixed
admiring
conjured
ran
began
quizzing
turned
determined
come
see
stirred
set
fancy
hear
catching
falling
lie
stir
till
rotted
stinging
floated
sticking
stretched
straight
settled
met
pay
knew
went
right
turned
imagine
get
try
reached
listened
coming
straight
said
heard
broke
knew
gown
stood
stepped
disconcerted
stepped
thought
came
seen
paced
rubbing
perceive
seemed
shot
asked
raising
smiling
passing
shooting
hinder
killed
rejoined
answering
go
put
drive
say
come
hidden
appeared
come
grown
seemed
tell
went
met
listen
declare
blame
fallen
humour
show
ask
flickered
watched
sold
impressed
sell
mercy
eating
work
takes
drive
ask
pleased
said
calling
stir
twisting
snapping
slapping
went
complains
taken
apprenticed
consider
waiting
wait
sent
turned
make
pay
ransom-money
living
let
called
thought
reads
asked
read
mislaid
reading
shaves
asked
gave
amusing
used
singe
lets
repeated
made
clothed
cared
eats
want
declared
wanted
think
realise
look
says
got
want
provided
treat
telling
occupies
need
turn
say
put
think
provide
bought
catch
Let
sit
fish
provided
called
flung
twisting
going
met
going
repeated
vanished
coming
shouted
agrees
went
turning
offended
grumbled
know
realised
remember
sees
pitched
sets
used
come
see
put
feel
deeply
got
live
refused
asked
shrugged
spent
take
keep
says
used
knocking
knocking
wants
refused
gone
ruin
sounded
Coming
coming
called
held
took
beg
take
said
showing
like
belonging
come
spare
obliged
rang
responded
rushed
remember
left
absorbed
wondering
pounded
said
afraid
grown
thought
make
get
picture
subdued
reached
darted
flew
took
missed
annoyed
made
try
make
rise
set
going
hundred
caught
lying
swinging
crossed
notice
walking
seemed
looking
stooped
stretched
singing
stopped
fell
listening
make
singing
recognised
threatening
kill
sang
delivered
lay
laughed
seemed
moving
commented
come
queried
raised
uttering
know
leave
answered
turned
saw
cried
rushed
made
crossing
found
facing
deliberate
seen
kept
recurring
love
heard
pondered
walked
lost
glistening
saw
struck
tidied
pulled
perceive
came
screwing
gazed
Have
seen
asked
walking
responded
taking
went
know
went
come
seen
seen
continued
standing
bareheaded
go
said
wait
Do
know
answered
lifting
pointing
sitting
sitting
Catching
knows
go
repeated
put
lying
ran
carry
remained
standing
gazing
clenched
went
heard
calling
looked
tightened
dressed
fallen
struck
delighted
kiss
looked
pushed
taken
fishing
asked
turned
got
looked
seen
bent
caught
looked
crossed
sitting
darted
flew
showing
moved
frighten
stopped
saw
lifted
growled
turned
fixed
changed
lay
hovered
felt
plucked
went
wished
blinked
began
catching
answered
pulled
fluttered
broken
observed
noticed
said
passed
dropped
asked
gazing
grown
seemed
rags
dressed
gone
answered
Is
added
expect
wish
come
see
Have
asked
Go
Go
talking
idling
used
inclined
made
respect
flogged
give
idling
respected
paused
stop
began
go
managed
faltered
know
say
spoke
go
see
remember
daresay
growing
repose
know
thought
glancing
uttered
come
see
looked
tell
hurt
come
see
Go
go
persisted
want
talk
send
Go
looked
fancied
flushed
come
went
sitting
making
Making
commented
making
repeated
said
seemed
lost
Emboldened
determined
act
Do
forget
began
seating
know
see
know
treating
doubtless
remained
dropped
felt
began
acted
giving
going
blame
show
muttered
gnashing
staring
glittered
Go
Go
tell
kill
come
jumped
say
kill
tell
go
broke
turn
stared
straight
take
fling
learn
pester
gone
flashed
looked
petrified
weeping
rolled
assumed
Go
roared
kill
shaking
side
showing
snatched
took
flew
barking
frightened
got
seen
coming
told
knows
loathsome
shrieking
dancing
forbear
striking
like
kept
repeating
see
crawling
sitting
Go
kills
felt
sick
regretted
repeated
looked
call
concluded
send
come
happen
standing
looked
lay
disgusting
Shooting
thought
living
hidden
made
disappeared
howled
whistled
unbroken
changed
pouring
pouring
become
streamed
rushing
stripped
turned
seemed
left
plunder
denied
set
harassing
clogged
stood
bursting
rising
leaped
glided
lay
pierced
passed
seemed
standing
remember
came
pointed
twelve
fancied
saw
depicted
gets
believe
seen
lost
heard
seemed
unlooked
stumbling
began
fro
went
ran
facing
stood
rooted
peered
faces
packed
covered
dishevelled
tattered
soaking
rose
running
shaking
seen
dashing
came
saw
clutching
blinded
breathing
rattled
bespattered
distinguished
straying
came
crushed
comparing
looked
escaped
attacking
cried
clasped
Is
heard
seemed
dwell
happened
run
look
Get
sit
turned
run
asked
gesticulated
say
Is
get
replied
get
get
sit
repeated
turned
moaned
flung
stretched
turned
sighed
groaned
saying
Turned
crossed
get
beg
came
stood
know
attack
turned
turned
kept
repeating
returned
stood
vanished
get
tell
commanded
rose
tried
assist
dirtied
shaking
retreated
Staggering
got
sat
approached
waved
refused
dry
contented
wiping
turned
asked
recover
began
struck
tell
blame
listen
assented
sinking
moving
came
erred
ruined
fancied
given
resolved
followed
came
confounded
said
feel
shaking
driven
beginning
took
interrupted
wandering
held
interlaced
took
cut
pay
specified
cut
said
bore
say
remember
warned
said
bore
came
occupied
thrown
sleep
put
said
broke
asked
bore
went
let
tell
bear
look
unwilling
come
see
tried
reasoned
bowed
showed
bowed
bore
thought
kill
crush
remains
let
know
submitted
thought
laid
bid
make
driven
asked
wondered
understand
comes
given
refused
resent
submits
bewitched
daresay
think
see
come
alas
looked
moved
sent
began
caused
turned
mistaken
expected
moaned
struck
bear
know
gave
tormenting
alas
thought
sitting
done
pondered
succoured
set
atone
answer
revenged
disguise
seeing
taken
sacrificed
laughed
scorn
Kicked
think
observed
told
went
told
live
laid
said
knows
passed
cut
get
run
lay
fell
scanned
moved
intending
get
interposed
signify
made
want
make
take
make
lie
sleep
responded
beating
repeated
give
find
forgotten
know
saved
moaned
covered
save
touched
help
promise
listen
took
need
said
forgive
nodded
see
talk
put
Take
said
addressing
asks
let
dried
washed
ask
needed
Do
hear
responded
tell
take
shaved
repeated
come
got
looked
go
stopped
swinging
crossed
followed
slipped
conducted
ran
turned
met
popped
proceeded
dance
grinning
chuckling
stood
held
seeming
lost
dripping
doubling
holding
look
look
recognise
beg
got
tried
restrain
put
shame
called
said
call
become
live
sniffed
refused
tell
eat
stood
held
went
airs
used
give
come
knock
give
divide
crow
cackled
mean
make
felt
see
said
bare
screamed
daunted
stir
seemed
beginning
waiting
helped
come
began
saved
showed
see
Stripping
stamp
frightened
screamed
looked
instant
seemed
noticed
aroused
Look
growled
rolled
frighten
comb
get
wash
mow
give
gives
tell
boasting
used
say
say
pounced
protested
forget
persisted
danced
pranced
come
felt
alarmed
began
notice
towards
resigned
beginning
get
worked
breathed
seemed
swollen
twitched
began
moving
cried
Stop
seemed
possessed
began
find
curse
promised
hold
used
call
call
pray
drowned
aroused
clenched
lifted
shaking
say
thundered
say
curse
tear
learn
know
gone
learn
laugh
stupefied
witnessed
paced
fro
stupefied
hidden
shouted
rushed
dashed
vanished
came
report
dare
conceal
obliged
confirm
cried
run
approaching
kiss
blame
faltered
stuttering
drawing
know
repeated
sent
rang
sent
gave
set
find
bring
let
see
concluded
bowed
went
went
sat
pondered
remember
taken
puzzled
understand
endured
lost
put
understand
comes
uttered
thrown
endure
passed
drove
sat
said
let
see
jumped
ran
rushed
followed
brought
asked
brought
answered
bring
Have
seen
happened
happened
pulling
standing
pulling
guess
come
came
stared
standing
pulling
walking
smashing
left
say
laid
looked
wishing
make
heard
repeated
understanding
said
come
help
running
fro
shouting
making
standing
pulling
said
taken
Get
come
dinner
nonplussed
made
offered
confined
looking
devoted
seeing
get
suggested
authorise
take
make
cut
make
make
take
smiled
let
make
reckon
seeing
feels
wronged
assented
forgive
take
set
take
brought
take
refrain
instructing
cut
short
know
needed
offended
protested
imagined
called
stop
Let
bowed
went
rushed
saddled
set
ceased
blowing
slipped
got
got
tried
tighten
heard
calling
running
shouted
went
straight
saw
want
enjoy
done
said
jumping
set
give
chuckled
grinned
ran
reached
rode
dismounted
tied
stood
left
supposing
said
moving
fro
shaking
remaining
built
fallen
tearing
flinging
clutching
struck
put
bending
blowing
lifting
see
flesh
hear
huddled
knew
standing
bareheaded
holding
raised
showed
stood
gazing
pushed
vanished
hurried
went
pale
kept
running
fro
called
gasping
threatening
shaking
pointing
letting
drop
pointing
shrieking
weeping
seeing
flew
going
wailed
gone
raving
see
sent
comes
comes
defend
fire
ran
look
get
came
flew
turning
came
jumped
chuckled
faltered
looked
thought
left
laughing
clutched
standing
climb
devils
wailed
shaking
save
took
threw
waved
shouted
shifted
turned
bring
addressed
get
heard
pronounced
climb
wring
kill
said
confirmed
struck
carry
approved
amazed
robbers
moaned
catch
came
crashing
flew
uttering
lifting
bleeding
turned
pointed
pulled
snarled
dare
answered
flashed
pulling
lie
say
say
hissed
seemed
stabbing
thundered
getting
came
make
wore
saw
condemned
come
give
mean
disposing
scowled
give
give
Give
come
forgive
went
said
rang
touched
started
rolling
holding
look
see
picked
look
peering
rob
leave
built
destroy
See
taken
help
snorted
clutched
saying
grown
caressing
let
trusted
get
come
dry
warm
bind
see
torn
live
sweet
done
puffed
sinned
come
shook
Talk
believe
murdered
murdered
became
crush
Have
done
loved
know
fire
bellowed
keep
aiming
commits
enunciated
empowered
claim
afraid
make
make
goes
besought
faltered
shouted
spat
appeared
panted
jumped
shouted
comes
sending
give
warning
comes
send
flying
hanging
beginning
shake
Balancing
dragged
chanting
ran
beginning
whimper
pour
begged
interfere
proceeded
carry
evolved
took
began
explain
chanted
displeased
expected
chanted
despatched
clamber
detected
left
ran
alarming
got
dropped
roared
shook
going
clutched
began
singing
stopped
stared
cried
looked
stepping
Grinning
showing
walked
let
come
went
let
rid
grinning
began
climbing
seized
pulled
knows
pronounced
took
turned
frighten
charged
answer
shaken
heeled
crashed
stop
came
fell
shuddered
drew
lay
stirring
lay
come
falling
ran
rolled
turned
seem
breathe
gone
muttered
standing
ran
brought
drenched
ran
looked
dragged
set
raising
laid
approached
fell
stretched
supported
stood
facing
fastened
come
waited
heard
broken
smacking
swallowing
moved
supported
opened
gazing
groaned
articulated
stammering
thought
added
gushed
began
quiver
thought
opened
fixing
articulated
beckoned
standing
came
clinging
passed
seemed
working
began
crossing
seized
ran
squeezed
looking
ran
understood
fractured
injured
appeared
wanted
say
lay
dying
asked
went
forgive
pardon
come
rode
walking
wanted
wanted
give
gone
come
called
coming
expected
makes
fail
impress
noted
noted
stolen
popped
became
extend
aroused
fell
felt
wronged
said
leaning
lies
wronged
saying
accepted
found
felt
noticed
_dare_
give
lifted
carried
asking
went
ran
send
use
ordering
brought
wash
answered
absorbed
wanted
say
want
forgive
curse
decided
took
undertaken
grieved
gave
spared
go
said
set
sent
spoke
admit
saying
felt
running
gave
shuddering
struck
recovered
gave
bustled
kept
spent
gave
deceased
attired
seemed
grieved
wore
made
weep
passing
seemed
unbending
noticed
detected
faces
seemed
felt
fallen
gone
prayed
liked
feared
drinking
said
drunken
responded
wronged
repeated
summed
wronged
murmured
deceased
asked
recognised
answered
wronged
wronged
heard
stood
lost
torturing
noticed
addressed
treated
treated
left
leaving
came
taking
bought
seems
remarked
added
addressing
playing
took
looked
seemed
saying
went
live
passed
behold
see
came
paid
received
settling
taking
forgotten
held
existed
caused
confess
interesting
get
proved
help
glancing
turned
looked
wicked
left
dressed
received
seeing
quivered
made
charming
faces
composed
dignified
showed
grasping
defend
mastered
spoke
uttered
ended
signifying
making
marvel
used
hummed
hawed
shook
got
said
added
think
croaked
knows
poisoned
thought
controvert
reported
felt
excluding
waxed
Put
exclaimed
brains
going
living
seemed
deserved
propounded
comes
take
indicate
sometimes
questioned
lost
left
departed
expressed
_have
come
spending
used
go
called
said
astonish
knew
cared
chanced
pass
standing
enclosed
seen
excited
seen
seemed
opened
came
felt
living
stand
asked
know
gave
gets
tell
heard
daresay
know
say
tell
say
take
talking
called
setting
obliged
tie
keep
running
sank
went
pass
got
relate
grated
creaked
parted
appeared
rolled
driven
sat
pulled
driving
sat
covered
dressed
held
clasped
turned
brought
turned
recognised
knew
doubt
seen
grown
discerned
changed
gained
cast
told
meeting
lived
surrounded
forgotten
carried
called
gave
looked
asking
dares
disturb
parting
uttered
sitting
struck
set
disappeared
seen
came
imagine
knows
founded
called
called
come
pass
tell
ceased
talked
parted
]
promised
take
write
drizzling
go
want
say
fancy
become
remember
used
speculating
seen
arrived
went
help
disconcerted
saw
changed
become
tottering
hold
seems
forgotten
used
regale
shrivelled
saw
call
start
moaned
choked
sank
waved
left
holds
turns
walks
wears
touched
mercy
flap
grown
shrunk
speaks
begins
directing
giving
makes
feel
gone
mumbles
hissing
got
remember
planted
grown
spread
love
love
love
changing
know
grown
spent
felt
lay
made
hear
forgotten
expect
came
uttered
quarrelled
twittered
called
uttered
listened
listened
subdued
mingled
want
move
grown
coming
recognise
used
know
turned
imagine
predicted
see
stick
rounded
stand
changed
gaping
used
say
remained
taken
got
putting
shame
making
feel
found
passed
lived
live
lived
fated
look
sticking
taken
beats
musty
produces
crooked
stand
seeing
takes
established
left
hung
remember
used
call
got
rose
amused
turned
depicted
carrying
going
wearing
foreshortened
lies
slain
throw
come
settled
wants
wants
see
looks
musing
know
came
flooding
went
looked
surged
defined
succeeded
turned
left
sitting
burst
gone
crying
put
shame
stared
turning
gave
passed
remain
go
take
call
fancy
understand
know
solitude
need
brought
opened
rummaging
found
noticed
came
written
saw
brought
knew
_Faust_
tired
reading
happened
saw
knew
brought
lay
began
read
splendid
affected
remember
stirred
recalled
get
sleep
rose
stood
ran
leaped
plucked
began
surging
see
fantasies
gives
sits
peeped
ashamed
begun
know
notice
getting
tell
try
make
make
used
carry
ashamed
strikes
friend
experienced
worked
wishes
send
makes
roasts
hammer
say
tell
felt
disposed
walked
Walking
feel
hurrying
look
coming
see
wondered
felt
reassured
got
told
stop
raised
asked
mentioning
came
brought
replied
stared
said
believe
seen
recognise
observed
got
knew
followed
appeared
remember
used
know
asking
hear
delighted
says
heard
come
Allow
ask
questioned
ask
help
exclaiming
spoke
see
tell
left
went
decided
know
go
done
wanted
spend
set
work
carried
enlarge
spend
asked
want
go
died
delighted
receive
stay
lived
went
stay
arriving
spent
done
tried
entertaining
invent
exhausted
lived
beginning
look
getting
waiting
till
saw
stayed
living
told
risen
attained
died
shot
spoke
informed
married
run
got
till
heard
died
wore
beginning
turn
lived
giving
killed
enticed
made
left
devoted
chemistry
tried
discover
prolong
fancied
hold
call
looked
taught
forgave
allowed
come
predicted
died
left
devoted
saw
met
struck
seemed
answered
listened
dreamy
cheered
looked
sees
presented
called
respected
feared
done
educated
interfere
loved
trusted
give
say
read
prefer
skip
interdicted
work
reached
read
put
shame
know
used
try
argue
draw
shook
tell
said
reading
consider
make
_or_
tried
unite
leads
ruin
said
break
shown
saw
locked
suffered
shared
hidden
trained
give
ashamed
express
kissed
used
remember
saying
happened
say
broken
observed
broken
let
visited
went
see
looked
liked
used
talk
walk
felt
thinking
used
talk
looking
leaning
said
seems
relying
existing
fancied
detected
mistaken
slipping
prepare
put
thought
realised
see
grown
felt
began
lose
acknowledge
going
understand
taking
overhanging
became
strive
attain
truth
stay
married
rejoiced
declared
suppose
looked
said
go
get
broken
needed
hung
blushed
agreed
went
seen
related
know
got
forgot
excited
impressed
see
seems
sprung
rushed
informed
coming
call
renewing
look
seeing
come
told
retired
bought
intending
devote
died
remember
inquired
remembers
replied
say
spoke
know
recalled
suppose
thought
spent
speaks
looks
help
liking
developed
used
know
go
see
see
turned
read
sitting
write
tell
makes
till
seen
tell
astonishing
believe
changed
came
meet
cried
laid
preconceived
exaggerating
gained
gave
overjoyed
seems
make
dressed
reminds
hangs
caught
went
seemed
gazing
sat
got
help
glancing
sitting
read
expresses
irritated
judge
make
asked
read
happened
answered
surprise
thought
went
addressing
delighted
beginning
interrupted
began
spend
queried
play
play
answered
