dreaming
perform
struts
drop
break
weep
know
transfiguring
aimed
found
lost
blazing
wrought
grow
came
put
went
rack
handled
bronze
seemed
rise
swept
stands
shaped
stood
built
build
carved
flies
doubtless
Carries
Seems
snows
imagine
seated
stare
asks
begin
play
mid
glittering
standing
knows
talks
read
thought
say
held
SAY
died
beaten
turned
blackened
stood
prove
gave
whisper
Being
got
come
cried
speak
made
planned
moved
seemed
move
lacked
knew
bring
pressed
lips
modelled
look
put
swam
put
dreams
crossed
grew
slow
eating
eyeballs
knew
mirrored
declare
bless
summoned
stalked
replied
Irish
born
spawning
wrecked
trace
drove
drove
ruled
knowing
gone
knew
ailed
said
picked
go
walking
slept
Commanding
tore
made
call
please
delight
go
walking
patched
strutting
go
walking
come
Virgin
thought
melt
liked
wishing
told
broken
died
HARDLY
hear
begin
run
King
drowned
grew
grown
Being
forbid
marry
blossomed
born
come
Called
Imagined
struck
fell
said
wed
found
running
ragged
stuck
keep
put
know
hut
know
give
put
reeds
broken
fro
snow
said
run
tell
chosen
see
ridden
caught
home
wed
cried
kissed
wed
grew
spake
fell
died
worn
Being
tumbled
blown
believe
broken
laid
carried
sat
bowed
weep
passed
wept
betrayed
laid
carrying
heaped
hold
rave
walk
Fear
know
went
knows
Gathering
run
unlace
come
pacing
make
sorrowing
pondering
knows
hurried
cried
wave
heaped
writ
decreed
spread
clip
clip
hive
put
seeing
scarce
broke
ran
laughed
came
name
made
held
climbed
grew
came
flying
Linked
murmuring
laughing
Alighted
knew
changed
hovering
wove
crazed
call
rubbing
dim
mice
lost
blossoming
made
wise
ran
Have
happiness
made
know
pass
robbed
gave
Wandering
broken
street
come
know
undying
Wander
withers
troubles
eat
afloat
waving
fro
stir
found
say
lay
hid
come
fighting
wrote
knew
Let
bird
lived
longed
wive
walked
hidden
find
fling
enchanted
Have
seen
walk
hides
called
dreamed
Moved
clown
woven
Moved
round
write
cleave
make
name
know
know
comes
come
flying
Is
hide
run
Do
ponds
Is
gather
Shining
fallen
blowing
uplifted
made
read
read
began
Poured
came
lay
drowned
boughs
made
wove
made
changed
made
know
wept
watched
write
learned
wait
learning
say
leave
come
let
fall
hide
keep
keep
passed
disclose
learned
found
approve
welcomed
occupied
needs
hide
wandering
give
speak
speak
fantasy
Recall
beloved
put
knew
throw
knew
Seemed
grown
muttered
know
considered
thereupon
took
commend
show
lose
find
brought
know
sunk
endure
think
tread
evening
stirs
falling
seem
live
ride
carry
carries
poet
springs
falls
lost
bathing
mimicry
Are
souls
start
turn
show
made
warms
forgive
think
think
bear
gave
suffer
Who
accepted
seems
Think
choose
choose
grow
brighten
turn
find
Have
lit
Your
strains
look
knew
scarce
seem
seem
Being
brimmed
found
give
make
soul
love
follows
Unchanging
praise
praise
makes
think
stirs
mouth
mouth
Is
thereupon
gave
shake
Had
watched
fro
heard
Imagined
Lived
thought
disfiguring
dazed
perplexed
planned
shade
contemplating
chose
paced
counted
spread
asked
saw
please
move
sat
watch
sleeping
wrote
moved
fearing
disturbed
rose
screen
heard
Turn
expound
bowed
made
pale
saw
sitting
spoke
say
seemed
came
read
thought
wandering
grew
lay
woke
rose
swept
passed
rose
shut
Walked
unfelt
wrapped
running
dropped
marked
study
marvel
led
rose
swept
passed
Murmured
keeps
seems
seems
buy
lose
love
Is
lose
lost
lose
plucked
left
shivering
drawn
fancied
Are
wisdom
alone
dazzled
lost
hear
