mount
preferred
made
entertained
edged
owe
fostered
stimulated
found
called
say
evoked
resolved
born
hurt
impinged
disposed
hated
corroding
sang
fear
recall
esteemed
boasted
damned
came
turned
welcome
listened
stirring
espoused
treated
wrote
exemplified
Feeling
ran
witness
riots
considered
said
cold
possessed
thunder
tore
communicated
saw
sat
long-suffering
opened
shouted
heard
Get
blankety
got
related
arrested
swept
following
sat
crouched
faced
holding
call
following
evening
played
played
brought
belonged
written
recite
moved
sing
View
recite
freeze
told
confessed
saw
disturbed
reported
immersed
saw
played
looked
informed
meant
entertained
visiting
knew
went
free
looked
pictured
played
touched
use
played
go
approved
played
knew
tickled
played
toned
studied
coupled
made
virtuoso
brated
appeared
sat
figured
exclaimed
emerged
striking
wound
studied
say
played
heard
speak
asked
assured
sidered
played
arranged
remembered
glittering
les
Linear
playing
taken
take
sneaked
paid
hear
listen
defy
find
think
sang
sung
forget
limped
showered
ears
dazzling
compared
dis
turbed
visited
heard
married
praised
named
became
taught
went
studied
loathe
turned
relate
think
stopped
singing
give
made
came
assured
become
changed
show
hangs
made
ing
declaimed
made
ding
came
saw
doted
renewed
destroy
sold
enumerated
represented
ruled
Knowing
indulge
went
educated
educated
gave
hung
art
ate
facing
tech
revealing
commented
gripped
show
saturated
endeared
found
glaring
called
devoted
filled
arranged
look
rearranging
weeding
vaunting
framed
lived
favoured
found
know
suggested
bared
learned
spent
called
drop
salute
patterned
loved
render
flowing
helped
form
engraving
carried
buy
etchings
signed
evolved
acquired
increased
became
ac
figured
doubt
appreciated
acquired
known
accomplished
visited
lectured
attended
shown
mentioned
buying
owns
afterwards
saw
patronised
paid
make
hung
realise
compared
spent
set
wandering
growing
dealt
believe
born
etched
engraved
completed
came
ran
made
noisseur
helped
shift
lift
gained
compared
knowing
passed
vanishing
sold
housed
sold
fetch
owing
va
confined
preferred
supposed
testified
known
figured
hear
sing
sounded
opened
known
abhorred
growing
deplored
applauded
graphed
con
sounds
heard
called
agitating
speaking
wafted
ists
discussed
based
proves
play
handled
meant
spelled
allowed
stay
remember
sitting
crooned
touched
reached
reading
spoke
know
looked
know
know
asked
Let
said
come
know
needed
know
dovetailed
rebuilt
greeted
twinkled
remarked
Dovetailed
enchanted
repeated
dovetailed
dovetailed
dovetailed
pronounced
seeing
plastered
bearded
Dovetailed
dovetailed
spouting
loved
quoted
pronounced
rewarded
fancied
indicated
seem
estimate
said
derived
inherited
proves
traversed
adhere
wrote
holds
possess
came
saw
shot
crystallised
met
inducted
permitted
read
pitying
condemn
intrigued
made
roast
baste
exclaim
put
loved
doomed
go
hated
appetising
fabricate
reached
baked
melted
matters
cooks
paddled
made
concerning
demanded
nurse
launched
put
became
dared
combat
sparred
got
flew
ventured
bristle
According
interrupt
alluding
bless
fulminations
ensued
get
hum
closed
began
imparting
matrons
recall
leased
portioned
created
comes
accept
cautioned
fly
seen
traverse
knocking
bidding
come
enjoy
matters
beware
knows
recognises
fly
sounded
knew
mastered
holding
letting
hang
recall
fume
played
took
play
wheedle
took
discoursed
forgiven
trapped
allow
juggle
wished
enter
realised
seeing
petted
promised
become
grew
rewarded
liked
liked
play
appealed
know
calls
love
suspended
penetrated
playing
saw
noted
saw
shook
noted
surpass
savoured
read
saw
love
die
introduced
waxes
sent
modern
troduced
securing
visiting
seen
gaze
saw
told
knew
poisoned
appealed
read
read
seemed
appeared
gripped
see
playing
tried
imitate
ensued
alluring
attracted
accepted
convincing
came
remarked
expect
turn
know
hatred
hatred
hatred
expressed
quote
convincing
offset
completed
faced
feared
said
made
salvation
listened
go
proceed
weave
played
exhibited
protested
allowed
saw
caught
detested
conceived
derived
cured
reached
disappeared
looming
sent
taught
scared
feared
laid
ran
dodging
abolished
fought
saw
burn
cold
played
descended
Baste
wore
considered
wearing
assault
combed
terrifying
know
swept
stamping
stealing
stolen
dumping
dragged
tried
escaped
limped
impressed
dodged
cornered
became
put
said
fought
trans
formed
knocked
say
withheld
fied
done
availed
blackened
loosened
magnified
abandoned
rescued
played
dodging
flying
opposed
sailed
battered
chased
broken
gave
quit
protected
con
firmed
dedicated
taken
kissed
distinguished
given
handing
fortune
smiled
reached
left
ten
hope
rid
till
hear
came
fought
punched
cursed
separated
denying
shook
GO
selected
emy
stands
seemed
took
go
know
changed
got
proved
attacked
cried
called
Being
feel
fighting
aroused
needed
grasping
whirled
banged
molested
became
made
compelled
wear
transposed
said
think
dressed
uniform
gave
loathed
ranked
makes
declared
makes
parse
pumped
bolted
read
disliked
loved
know
laid
aided
read
seemed
mean
ploughed
fire
differ
came
fresh
translated
put
drew
enforced
taught
singing
played
sang
sang
reputed
sang
rollicking
furnished
hated
look
done
fancy
wished
abolished
envied
envied
bullying
flogging
thought
wish
filled
enjoyed
killed
supposed
confessed
remember
scattered
resolving
told
boast
recall
blazing
said
said
presage
approaches
baled
sent
concealed
tagging
see
engraved
saturated
flooded
went
transfigured
mur
mured
fancy
superinduced
named
experienced
looked
moved
turned
came
relate
saw
felt
cutting
comes
attain
tumble
conceive
call
endure
wallow
observed
told
loathed
remember
ate
knowing
escaping
begged
give
spoiled
became
dubbed
silenced
came
conducted
slapped
punished
revolted
became
stopped
studying
played
defied
recognises
took
walk
think
defined
peating
forming
hating
submit
know
reached
continued
ended
joined
rowed
saw
make
married
brilliant
made
decorated
heard
call
seemed
calling
laughed
shook
cried
decorated
scaffolding
play
remain
worshipped
saw
made
owe
much
seemed
rank
visiting
distinguished
thought
talented
knows
influenced
winning
rivalled
knew
mellowed
believe
screaming
recorded
wished
enact
forbade
set
delivered
sets
come
lived
gave
spoken
wretched
gave
known
aut
witness
stuttering
require
exhibited
played
remember
Amusing
appearing
effaced
recall
read
saw
inherited
deft
applaud
think
lost
vaulting
remember
supported
Were
King
bear
lacked
fascinating
praised
played
balanced
heard
s.
forgot
add
saw
play
lived
seen
mark
seemed
superb
periwigged
ranted
married
lived
shuddered
played
saw
saw
satisfied
paralleled
Watching
became
considered
put
drawing
see
make
contrasted
wondered
give
make
wriggle
speak
walk
deny
conven
Studying
captures
acting
found
went
acting
deteriorated
varies
disappeared
given
made
withal
live
seen
verify
abounded
facing
prefer
recall
came
lived
jogged
exclaimed
came
rumbled
deafening
fills
put
grow
come
finding
telling
growing
settled
vanished
impeach
enjoying
admit
minded
concerning
boasted
boasts
go
continue
live
destroy
shown
called
boasted
told
wound
hurry
recuperate
speak
live
seen
pleasing
gaze
detract
descended
drove
beat
said
excused
replaces
built
bobbing
went
dared
made
took
leave
forgetting
look
lived
traverse
reached
went
yawned
took
considering
hated
stood
transported
became
inflamed
suspended
whirling
stood
enthralled
enrolled
thew
turning
completed
going
coming
met
passed
crossing
avoided
going
made
railed
remembers
think
saw
stands
make
surmounted
bor
talking
gravelled
proved
found
breathing
sur
leave
unimpeded
end
erected
balk
butchered
make
say
know
know
manded
tarrying
lined
leading
stood
remember
help
sought
craved
surprised
happens
touching
took
forgotten
distinguished
occupies
say
pilot
find
altered
abolished
stands
hidden
taught
swim
taught
hear
went
hire
bring
got
diving
served
showing
carry
widening
caused
received
scolded
banished
called
kept
called
tained
wish
say
brews
varied
teresting
saw
heard
ruined
whispered
done
poisoning
supported
educated
let
slip
drove
rum
suspect
drunk
married
blamed
playing
played
shivered
deep
swore
avenged
jesting
dear
come
strikes
touching
wets
spoken
appear
recall
gone
rode
crossed
stood
stations
thrown
taste
heard
cited
give
bread
demanded
piqued
learning
hailed
ensued
vanished
stands
rected
noted
boasted
mention
presided
recollect
looked
lives
known
noted
frequented
duplicated
called
used
plaster
call
call
made
seemed
step
illustrated
remark
owed
saved
staring
saw
backing
rapped
saying
Dazzled
blurt
crossed
posed
seemed
deserted
went
kindred
discovered
threw
danced
ques
tioned
become
tell
footed
came
s.
fell
s.
supporting
demonstrated
played
confess
see
played
made
saw
composed
put
remember
Pay
excelled
saw
spouting
caused
ran
enjoyed
tell
liked
seemed
received
lie
anny
gave
topped
sec
play
matched
verisimilitude
paled
Do
remember
recall
played
striking
played
mall
suppose
ol
hooted
AM
recapture
call
renewed
possessed
visited
remember
painted
contented
accompany
complain
appear
pin
waking
find
blindfolded
sat
held
see
close
ring
attained
sets
discovered
handwriting
outshine
read
worked
made
disconcerting
recognise
set
corrected
pensioned
went
threw
realised
recovered
sent
writing
commending
left
fronted
pro
duced
call
sounds
reach
walked
turned
shambling
ran
extended
bustling
Walking
stop
go
pray
hear
play
kept
bullied
wheedled
reminded
said
lean
ask
got
repeat
menacing
got
go
changed
twinkled
believe
enjoyed
saw
take
chase
dared
upset
asking
sauntering
proceed
arrived
gaze
note
made
achieved
footed
retraced
noticed
keeping
exaggerated
feel
depressed
reminded
looked
changed
astonished
went
stood
passed
saluted
stood
bring
inquired
told
see
find
changed
peeped
look
considering
enter
feared
changed
feared
remember
told
whispered
mind
saved
pass
burned
debouches
see
called
changed
lived
stands
needs
enter
sat
showing
deny
wore
say
told
kinky
hence
covered
streaked
used
wrote
used
say
replaced
watched
sigh
remove
wipe
removing
exclaim
thinking
en
puzzled
encountered
paraded
dare
ask
appreciated
asked
leaned
means
mutter
formed
Magorians
remembered
read
described
say
attired
appeared
made
blazing
arrayed
Squatting
shook
said
Put
left
returning
en
veloped
staring
went
owe
cobbling
left
handwriting
became
use
forced
write
call
think
spoiled
tected
heard
go
riddled
given
walk
railed
pretty
written
piqued
flirted
looked
crumpled
trayed
throw
knew
handle
told
became
dosed
landed
lectures
fluttered
regret
kept
prove
remember
cowhided
came
denied
died
engaged
done
heroic
said
said
know
heroic
repeated
ing
read
told
said
give
take
cowhided
followed
suppose
lived
made
figure
caused
speak
raised
combined
managed
lacking
said
put
read
proved
remember
courses
het
stumbled
fell
left
rung
filled
went
swam
disappeared
forget
ing
imposing
completed
stirred
till
passed
Trotting
attached
modish
flew
ing
seemed
trying
relieve
heated
suffered
jumped
romped
rolled
shot
kept
shivering
fell
run
till
bloat
go
sleep
seemed
say
seemed
seem
make
seeming
hair
overflowing
pic
nicked
trooped
played
ate
gorged
planked
fish
followed
boat
stand
boys
released
appealed
forgotten
beat
beat
entertained
go
walked
turned
Tell
drink
chased
go
attached
disappeared
fancied
maintain
react
follow
canalise
make
spent
victimised
lived
see
flew
noted
brought
climbed
changed
annihilating
made
fell
killed
ran
bored
lulled
amused
recalls
constrained
listening
fagades
demand
make
discerned
faces
fascinated
recall
seen
worshipped
wondered
aroused
seemed
lived
longed
returned
saw
lies
played
making
making
think
drank
forcing
deny
blush
say
made
say
denied
outlive
swaggering
cultivated
adored
wonder
drank
drugged
carried
dreamed
seen
live
hunted
buried
exhumed
gave
translating
wrote
permitted
defile
pose
Is
Is
Do
take
self
varying
according
drove
stood
wished
stay
passed
alighted
growing
know
showed
blow
maturing
impeach
becoming
joining
remember
manifested
disappear
visit
let
loose
vouched
degrading
ing
come
stuff
till
ill
return
accepting
satisfied
considered
amang
vain
resist
invaded
captured
set
afire
came
utilise
literallj
called
read
made
linked
stood
surrounded
glittering
played
con
sidered
studied
accom
plished
forgotten
mean
missed
attended
conducted
seen
saw
Exposing
came
add
prove
abound
fooled
went
invented
saw
convinced
diums
proved
slumbered
gone
believes
suspended
tease
displayed
make
vanish
throw
transfix
forced
stand
pull
read
pearing
appealed
became
dazzle
juggling
pluck
became
gave
gaping
collected
broke
become
forget
return
force
cooking
suffering
drives
make
rooted
illude
found
extends
say
made
bamboozle
tain
palming
play
keep
allied
beautiful
sounding
wrote
complete
fetched
longed
went
secure
met
hypno
performed
removing
sat
shining
handle
neglected
become
deranged
leading
speak
contributed
divert
finished
lost
returned
removed
became
smashed
suggested
study
become
thought
become
make
found
picking
pushed
controlling
set
spinning
gone
come
grief
stop
yielding
decided
learn
garret
apprenticed
ravished
flying
lifted
forgot
revolving
longed
recall
confessed
wished
born
hooted
hate
came
went
forgotten
met
intermarried
seemed
think
yearn
become
entered
deafened
hammered
smelled
stooped
wearing
saluted
swered
told
volted
shed
said
shook
saying
make
left
hid
repenting
become
suffered
told
come
bring
called
set
work
arose
ate
cured
ate
put
phrased
walked
reached
began
straggle
coughing
wearing
resigned
begin
working
watch
hanged
used
say
ing
ten
agree
fomenting
belong
lived
seen
make
avoid
blinding
end
housed
im
proved
ennobling
io
seen
lands
look
tells
remain
placed
wonder
say
found
mering
born
loathe
driven
starve
try
know
makes
sympathising
learned
allowed
see
read
find
set
showed
stow
bade
expected
keep
buttered
borrowed
come
put
stood
waiting
wished
surged
belonged
sent
proved
blurted
feared
told
send
get
support
produce
perfect
knock
removed
get
lay
dig
lugging
casting
put
maul
discovered
demanded
hitting
improved
began
touch
let
called
damned
think
forgiven
said
know
came
swaggered
patronising
forcing
rejoicing
believed
appear
went
smear
seemed
pay
settled
earning
ticed
expected
looked
buy
cast
manifested
returned
dissipated
worked
learned
used
earn
decreased
told
worked
pressing
impress
playing
put
chummed
earn
living
working
read
hummed
learned
spect
gloried
became
saluted
cooming
knew
told
spent
took
accompanied
sufficed
held
walked
hated
rabid
came
let
hear
giving
blowing
liked
missed
saw
gasped
spoiled
fill
satisfy
look
finished
helped
stare
pursued
embarrassed
passed
ap
preciated
whispered
swelling
quote
ate
consumed
grow
consoled
earned
engaged
come
ing
seize
tear
speak
warned
avoid
begged
altered
promised
gave
earn
running
bored
aforesaid
needed
indicated
enjoyed
turned
answer
felt
revolving
turned
cried
knocked
heard
went
sleep
came
fell
smarted
poured
swung
swinging
seem
proved
operating
drag
pushed
came
fell
insists
proved
imagined
terrifying
halted
went
break
see
helping
damaged
Skinned
broken
considered
compared
dragged
mangled
become
cried
sprinkled
failed
register
pected
played
predicted
came
surprised
kept
torn
twisted
signified
returning
suspect
bragging
wanted
go
went
see
thank
called
ceived
said
given
praised
vised
get
make
added
trans
shared
rewarded
told
run
forgotten
ran
foaming
Foaming
lost
expected
turned
exclaimed
blow
knows
acquiesced
ran
shouted
foaming
caught
pave
intervened
kept
found
say
observed
jumped
make
read
extracted
said
done
calls
found
find
Having
reads
wished
hated
leave
promised
visit
become
living
knew
disowned
forgot
LAW
betrayed
bar
said
brought
saw
come
consented
take
said
indicate
study
told
left
shame-faced
attached
personified
began
find
disclosed
explained
racy
wrote
engraving
deserted
set
devoured
make
absorbed
examined
noted
call
memorised
repeated
knowing
gobetted
appealed
became
remember
exercised
underwent
reeling
let
finished
put
writing
lapsed
taking
say
met
play
questioned
found
saw
hated
rep
resenting
filled
reading
urged
increase
studied
know
avoid
understands
filled
discover
loafed
staring
became
acquainted
knew
saw
go
flowing
wave
depended
getting
pass
move
preoccupied
Is
watch
accompanied
attired
imbibed
became
heave
dressed
admired
saw
found
calls
became
overmastering
seek
read
swallow
matching
sounds
possessed
neglected
read
mixed
mistook
en
outlived
confess
visited
went
see
experienced
squeezed
fined
widened
contained
suf
forget
exhausting
visit
till
conducted
gave
tinted
fried
put
started
supported
closed
heard
played
wondered
wasted
read
prolonged
languished
occupied
wrote
stimulated
lurid
visits
wrote
sell
appeared
appeared
realised
puts
write
singed
disliked
writing
involved
become
standardised
indited
engrossed
searching
prevailed
presided
named
known
belonged
spent
bearing
gives
wait
called
exists
grew
accustomed
carried
looked
admitted
watched
go
saw
Probst
slaughtered
ten
proscribed
contrived
see
remember
became
asked
buzzed
thundered
tumbling
precipitated
setting
deposited
Armed
entered
presented
show
returned
told
set
blew
say
know
scared
shivered
thanked
accepted
felt
took
put
say
forced
define
sent
realise
studying
advised
become
dazzle
prepare
pleasing
pinched
declared
called
inflamed
undermined
became
exaggerated
appeared
cut
spoke
argued
appropriated
listened
chastened
thought
revelled
inclined
clothes
hobbydehoys
infatuated
filled
Live
seemed
flooded
contemplated
setting
transformed
bitten
read
recovered
calls
came
fed
saw
revelled
speak
need
add
visited
disillusioned
brought
see
gave
gone
remind
reviled
laid
built
sailed
treasure
wrote
staggered
know
included
covered
remember
selected
satisfied
begin
ending
devoted
figured
thought
written
read
proposed
seemed
feels
make
seen
edify
began
followed
ended
purged
rolled
reading
catch
multiplied
predominated
enter
traversing
knew
loved
led
esteemed
testing
bored
read
remember
hope
long
seemed
put
went
caught
remained
allowed
pore
showed
swarming
swoop
devils
lieve
cautioned
admitted
bathed
conquer
lived
read
reread
taken
refresh
reading
gripped
calmly
played
lay
lived
write
realise
compressed
tilled
found
reads
Throw
like
leading
drop
boasting
make
wise
told
enjoy
believed
stand
regard
changing
enamoured
overflowed
swept
moving
save
compass
becoming
rote
transferred
conveyancing
facing
chummed
began
keep
saw
given
copy
helped
frequented
listened
become
plead
worshipped
stood
took
posed
made
lived
moved
came
played
spouted
fell
hoe
believed
graduating
proposed
study
said
propose
live
called
knew
settled
mastering
reading
see
tapping
studying
apportioning
con
trived
work
told
became
take
say
turn
ceased
drink
needed
admired
organised
went
reading
went
see
found
elated
named
handled
tracing
landed
despaired
passed
went
engaged
wrangled
heard
declare
espoused
telling
reply
reversed
admire
reproached
Be
smile
taking
assimilate
pulverise
macerate
seemed
annoying
wondered
advised
learned
love
studying
buys
came
plays
knows
looks
barring
dispelled
speaks
think
born
changed
changed
became
poking
posed
vened
got
die
decided
speak
see
polished
stirred
heard
curse
made
mired
cultured
cultured
burnt
made
reminded
said
used
boast
elapsed
make
get
shuddering
attracted
doubt
sullen
slow
pene
trating
winning
made
mired
disliked
told
scared
smiled
saw
forgot
willed
gave
knew
wonder
believed
live
recall
said
pursued
called
medi
flatter
greedy
averred
forgotten
lives
observed
contains
excepted
learned
bequeath
increased
fancy
crawl
lifted
set
According
taken
felt
proclaimed
staked
believed
astronomy
vailed
assured
suaded
apply
furthermore
puts
concentrate
fly
played
hear
serve
Thrashing
eating
filling
fighting
lasts
say
obtruded
told
occurred
exclaimed
seemed
relieved
gather
appealed
ing
accumulates
become
plucked
tell
made
beginning
suspect
stuffed
replied
shrugged
watched
hoping
fall
consulted
said
sulking
set
plauded
wondered
repeated
afflicts
made
nominating
held
encouraged
foresee
possessed
knew
carry
challenged
changing
told
called
knows
heard
looked
gone
beloved
attended
play
till
burned
played
see
preparing
setting
seeing
whispered
looks
saw
admired
played
became
need
add
wonder
recalls
believe
believed
sounding
began
fill
suc
vanished
shining
known
know
let
waste
beckoned
pursued
falling
mount
toiled
waving
overtake
seeking
mount
falls
heard
trying
play
proves
means
gratifying
Visiting
supplied
symphony
came
enjoyed
grounded
introduced
string
heard
hum
urged
began
fiddle
hoping
master
consisted
alternating
took
played
took
played
sported
stayed
undertook
advising
stick
said
marked
liked
sound
played
leaned
taught
disdaining
composed
said
preferred
called
began
hope
concealed
playing
grounded
finished
play
put
say
challenged
played
telling
von
break
played
felt
came
gave
devoted
fiddled
made
fascinating
see
ploughing
fancy
stimulating
heard
used
piano
accompanying
given
visited
changed
spent
complained
banged
condemn
blame
hold
singing
heard
declared
butchered
cried
said
play
pass
set
fool
heard
combined
need
mention
acted
disliked
admitted
called
came
studied
set
mastered
played
lacked
topped
thought
strutted
observed
pinched
wore
pad
ded
revealing
floating
curled
surmounted
narrowed
regarded
type
refused
admire
mocked
finer
found
given
believe
served
introduced
fiddled
hated
stamped
warned
quit
s.
stood
discouraged
think
play
get
made
bullied
rebelled
told
learn
play
learn
fled
pursued
informed
played
came
think
ranked
remembers
entered
gave
remarked
played
hissed
played
mained
called
show
play
according
met
looked
came
see
playing
kept
think
led
abused
ing
heard
played
told
translated
avowed
winked
adding
looked
fetched
called
forget
play
fiddle
s.
visited
turned
playing
gambling
earned
studied
encountered
embarrassed
named
saw
shaking
whispered
Look
fly
bowed
said
take
opened
embroidered
companied
confessed
made
hearing
play
complimented
coached
forced
accompany
played
delivered
took
annoyed
left
according
went
quarrelling
played
held
said
came
finished
listened
heard
bowed
hissed
make
known
said
arose
vindicate
play
roared
smiled
tendered
adding
play
underlined
shrugged
stalked
followed
got
turned
succeed
taking
become
went
stood
kept
named
noted
took
said
went
escaped
become
cursed
cursed
made
broken
Squabbling
went
settle
made
reached
knew
Taking
glittering
pointed
Go
say
told
renounced
shrieked
lost
restored
hid
died
considered
met
called
hollow
mastered
leaving
desired
carried
outshone
transfigured
expressed
changing
heard
remember
mirrored
hearted
fear
hung
say
tempered
saw
married
lived
spare
ten
led
fined
played
manifested
painting
sprawled
encounter
sent
scurrying
saw
nab
broken
named
asked
knew
hated
kills
followed
concealed
uncaged
owned
born
sitting
painting
stretched
say
sweltering
depleted
tingled
imparted
sat
gurgled
passed
flew
barked
go
escape
charming
possessing
sang
saw
looked
made
mastered
making
string
strumming
heard
al
run
earned
came
sang
introduced
sang
allowed
play
occurred
slap
curse
got
gained
trating
saw
borrowed
asked
got
owed
came
collect
sang
bowed
mitted
knew
fought
took
patronised
sang
liked
played
studied
played
delivered
took
played
lost
made
calling
reproaching
take
mapped
swerved
pre
ferred
sounded
heard
fascinated
described
heard
took
filled
began
seemed
thought
transposed
distilled
grease
encouraged
foresaw
foresaw
given
thought
become
play
studied
named
speak
play
played
shook
saying
went
stiffened
quit
held
heard
obeyed
regretted
look
traversed
excelled
needed
used
say
went
asked
help
telling
pay
joined
kept
launched
began
ended
take
sneaked
meeting
gone
surprised
suspected
deed
devoted
got
went
gave
believed
played
heard
suffered
suffered
began
believed
take
practised
hampering
played
delssohn
put
banished
gone
swallowed
study
remember
telling
found
trained
attack
fugued
became
concerned
playing
taking
owe
hugged
hear
play
leaned
hear
removed
dreamed
yearned
yearn
stretched
paving
seemed
permitted
felt
swelling
foot
came
paid
hung
browsed
attracted
unbutton
held
disposing
told
open
saw
washed
forgotten
envied
envy
saw
occupied
played
expres
say
played
repeated
reply
knew
knew
fermented
transmuted
referred
preferred
patronised
club
found
dashing
went
called
helped
enjoyed
swore
developed
suppose
admitted
swallowed
swallowed
saw
Proving
oc
add
lives
bearing
fried
tell
taste
forty
say
think
shine
destined
give
make
forget
fallen
born
educated
born
equipped
drilled
support
remembers
ministered
sang
making
keep
bow
anticipated
failed
register
taken
describe
saw
disputed
trifling
pretending
persisted
treating
called
scared
spouted
see
said
told
called
gave
asked
smiled
smiled
saw
steadied
took
avoided
said
take
smoke
despair
embodied
admired
dissociated
dragged
heard
coming
filtered
found
FRIENDS
sing
recalling
compressed
heard
believed
made
read
living
wrote
deals
composed
pre
pared
alluding
duced
drifted
controlled
got
directing
astounded
hear
listened
brought
prove
idolised
found
forsaken
read
cried
saying
interpreted
forsaken
made
believes
uttered
points
prefigure
hanging
gambling
takes
described
disposed
said
saw
branching
worshipping
Enveloped
seems
admits
played
played
indiffer
studied
hoped
become
makes
found
gratified
playing
affected
entertained
began
asserts
