BY
Zarathustra
Thou
Thy
Zarathustra
Thou
Zarathustra
O
Zarathustra
Zarathustra
Did
Shared
Easy
Guard
Zarathustra
CHILD
AND
MARRIAGE
Thou
Art
ENTITLED
Ah
Ah
Ah
God
Yea
Careful
LEARN
Bitterness
Superman
Thirst
Superman
Holy
Zarathustra
VOLUNTARY
DEATH
Die
Zarathustra
_I_
Far
SPEEDY
Hebrew
Hebrews
Hebrew
Jesus
Naysayer
Zarathustra
Zarathustra
BESTOWING
VIRTUE
Zarathustra
Pied
Cow
Zarathustra
Zarathustra
Goldlike
Gold-lustre
Ye
Sickness
DEGENERATION
Zarathustra
Ah
Yea
Alas
Dangerous
Chance
Awake
Ye
Superman
Zarathustra
Ye
Zarathustra
Zarathustra
Zarathustra
Superman
DEAD
ARE
ALL
THE
GODS
NOW
WE
DESIRE
THE
SUPERMAN
TO
LIVE
Zarathustra
SPAKE
ZARATHUSTRA
PART
ZARATHUSTRA
I.
Bestowing
Virtue
CHILD
WITH
THE
MIRROR
Zarathustra
Did
O
Zarathustra
DOCTRINE
Mine
Zarathustra
Zarathustra
Am
Hath
Zarathustra
Forsooth
New
Too
O
Isles
THE
EVIL
ONE
Yea
Ah
Ah
Zarathustra
IN
THE
HAPPY
ISLES
Lo
God
Superman
God
Could
CREATE
God
Superman
Superman
God
Could
CONCEIVE
God
Will
Truth
IF
God
Gods
Yea
God
God
Time
Evil
Yea
Will
Will
FEELING
Zarathustra
Ah
God
Gods
Ah
Ah
Superman
Ah
Gods
Zarathustra
PITIFUL
Zarathustra
Walketh
O
May
Great
Be
Believe
Behold
Better
THYSELF
Ah
Woe
God
God
God
THENCE
MY
NEIGHBOUR
AS
MYSELF
Zarathustra
PRIESTS
Zarathustra
Bad
Zarathustra
Saviour
God
God
God
Better
Saviours
Saviours
God
Sultry
Saviour
Greater
Saviours
Saviours
Superman
Zarathustra
VIRTUOUS
Ye
Ye
TOO
PURE
Ye
Self
God
NOT
God
Virtue
Virtue
Zarathustra
COULD
Zarathustra
RABBLE
Life
Indignant
NECESSARY
Are
Ah
Amongst
Did
Past
Past
June
OUR
Cast
ITS
Zarathustra
Take
AGAINST
Zarathustra
TARANTULAS
Lo
Wouldst
Welcome
Black
EQUALITY
FOR
MAN
TO
BE
REDEEMED
FROM
REVENGE
Equality
Distrust
Pharisees
ME
Superman
THEREFORE
AGAINST
Zarathustra
Zarathustra
FAMOUS
WISE
ONES
Woe
Will
Truth
God
Conscientious
God-forsaken
Hungry
PEOPLE
S
SPIRIT
Have
COULD
Zarathustra
NIGHT-SONG
Tis
Tis
Light
Ah
Mine
Ah
Ah
Tis
Tis
Tis
Tis
Thus
Zarathustra
DANCE-SONG
Zarathustra
Zarathustra
Zarathustra
Cease
God
God
God
Zarathustra
Cupid
O
Life
THEY
Wisdom
Thou
PRAISE
Life
Wisdom
Life
Wisdom
Life
Life
Wisdom
Ah
Life
THAT
Wisdom
Ah
O
Life
Thus
Zarathustra
Thou
Zarathustra
Whereby
Ah
Zarathustra
GRAVE-SONG
Thither
POSSESSED
O
ye
Ah
ME
ACCOUNT
Slew
Have
Divine
Ah
Ah
Unspoken
Yea
MY
WILL
Will
Yea
Hail
Thus
Zarathustra
MAKE
Smooth
Will
Power
Power
MUST
Will
Will
Power
Hearken
Life
Behold
WHICH
MUST
EVER
SURPASS
ITSELF
Life
CROOKED
Will
Will
Life
Will
Life
SPEAK
Zarathustra
SUBLIME
ONES
Calm
O
Gloomy
HIS
Far
Dark
O
Gracefulness
BEAUTY
Yea
Zarathustra
LAND
OF
CULTURE
Written
Fatter
ABLE
ONES
THEREFORE
Alas
God
Amazing
Yea
May-bugs
Ah
CHILDREN
S
LAND
THIS
Zarathustra
IMMACULATE
PERCEPTION
Nay
Hateful
IMMACULATE
Ye
MUST
Will
MY
Bad
Dare
God
God
Zarathustra
God
NIGH
TO
ME
Zarathustra
SCHOLARS
Zarathustra
Freedom
MY
Ingenious
NOT
THEY
Zarathustra
POETS
Zarathustra
Zarathustra
Thou
Zarathustra
Zarathustra
Believest
Zarathustra
Zarathustra
Belief
WE
CHOKETH
UP
Ah
Gods
Supermen
Gods
Supermen
Ah
Ah
Zarathustra
Zarathustra
Ah
God
Zarathustra
EVENTS
Isles
Zarathustra
Zarathustra
Isles
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Sooner
Zarathustra
Zarathustra
Zarathustra
HIM
Whence
Thou
Ye
Freedom
Hullabaloo
INAUDIBLY
Little
Thou
Thou
Gold
Laughter
HEART
THE
EARTH
IS
OF
GOLD
Zarathustra
Zarathustra
Am
Wanderer
Zarathustra
SOOTHSAYER
Zarathustra
Verily
Alas
Zarathustra
Zarathustra
Hear
Death
Brightness
Keys
Fearfully
Zarathustra
Zarathustra
Thy
O
Zarathustra
Death
Zarathustra
New
THEY
THEMSELVES
DIDST
THOU
DREAM
Zarathustra
Zarathustra
Zarathustra
REDEMPTION
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
MY
Zarathustra
Zarathustra
Thus
Will
Will
Will
Will
Ah
Will
Will
Will
Will
SPIRIT
OF
REVENGE
Alas
Will
Will
Will
Will
Hath
Will
Hath
Will
Will
Will
Power
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
MANLY
PRUDENCE
DOWNWARDS
UPWARDS
Ah
MY
Superman
THEREFORE
Ah
Too
Cheer
VAIN
WICKED
Superman
Superman
Superman
Superman
Ah
Superman
Into
YOU
Zarathustra
STILLEST
HOUR
Ye
Yea
Ah
MY
STILLEST
HOUR
KNOWEST
IT
ZARATHUSTRA
Zarathustra
Thou
WILT
Zarathustra
Ah
Zarathustra
Speak
Ah
MY
Thou
Humility
O
Zarathustra
Thou
Knowest
O
Zarathustra
Alas
O
Zarathustra
Ah
Am
Zarathustra
PART
ZARATHUSTRA
I.
Reading
Writing
WANDERER
Zarathustra
Isles
Zarathustra
COULD
Self
Ah
Ah
Thou
Thou
Thou
Thy
TO
LOOK
AWAY
FROM
THINGS
O
Zarathustra
UNDER
SUMMIT
LAST
Zarathustra
Ah
Ah
Ah
Whence
Zarathustra
Ah
Ah
Zarathustra
Zarathustra
Ah
Zarathustra
LOVE
IF
IT
ONLY
LIVE
Zarathustra
Zarathustra
VISION
THE
ENIGMA
Zarathustra
Isles
Zarathustra
Zarathustra
DIVINE
CALCULATE
SAW
Gloomily
O
Zarathustra
Thou
O
Zarathustra
O
Zarathustra
THYSELF
ATTACKETH
Halt
IT
Moment
Thou
Haltfoot
HIGH
Moment
BACKWARDS
Must
CAN
Must
CAN
Moment
Must
Moment
CONSEQUENTLY
CAN
OUTWARD
MUST
HOWL
Had
Thereby
Had
Had
Twixt
BUT
THERE
LAY
A
CRY
Had
Ye
Solve
Far
LAUGHED
HE
O
Zarathustra
INVOLUNTARY
BLISS
Zarathustra
Isles
Zarathustra
WITH
HAPPINESS
O
O
HIS
ARE
Isles
HIS
TAKETH
Zarathustra
MY
Come
Go
POSSESS
YOU
MY
CHILDREN
Zarathustra
Ah
MY
Thy
UP
VICTORY
O
O
O
MY
Zarathustra
Zarathustra
Happiness
Happiness
SUNRISE
O
Thou
MY
MINE
God
Thou
Mute
Hast
WHOM
FLY
Amen-saying
Yea
Amen
Thou
MY
Yea
Amen
Yea-sayer
Thou
Hazard
Will
Will
LITTLE
O
Gods
Dost
DAY
O
O
Zarathustra
BEDWARFING
VIRTUE
Zarathustra
Lo
AMONG
MEN
Did
MEN
Zarathustra
MY
THE
SMALL
ONES
Zarathustra
Zarathustra
Zarathustra
THEIR
Ask
SMALLER
REASON
THEREOF
IS
THEIR
DOCTRINE
OF
HAPPINESS
AND
VIRTUE
HOBBLING.
Thereby
WILL
WOMAN
ONLY
Ah
Round
COWARDICE
Shrewd
Virtue
MIDST
MEDIOCRITY
Zarathustra
Zarathustra
THEIR
Will
MY
MY
WILL
O
Zarathustra
MINE
Ye
Too
GREAT
HONOUR
IT
TAKETH
TO
ITSELF
Ah
HALF-willing
Ah
CAN
WILL
LOVE
THEMSELVES
Zarathustra
MINE
Mine
THEIR
SOON
FIRE
O
O
Herald
THE
GREAT
NOONTIDE
Zarathustra
OLIVE-MOUNT
WELL
Better
Him
Did
PROFOUND
Thou
MUST
MUST
COULD
NOT
NOT
MY
COULD
PITY
CONCEALETH
NOT
FREEZE
TO
DEATH
Thus
Zarathustra
PASSING-BY
Zarathustra
GREAT
CITY
Zarathustra
Zarathustra
O
Zarathustra
Spit
Smellest
Steameth
Seest
Hearest
Loathsome
God
Hosts
God
God
O
Zarathustra
Zarathustra
Zarathustra
Floweth
FLATTERED
-word
ME
Zarathustra
WERE
Zarathustra
BY
Zarathustra
APOSTATES
Ah
Did
Did
IN
VAIN
COWARDLY
Him
COULD
O
Zarathustra
O
Zarathustra
WITHERED
PRAY
THEE
Thou
God
THEREBY
God
PROFOUND
HATH
HE
BELIEVING
Belief
God
LONG
Deities
Deity-end
LAUGHED
God
God
Thou
God
Gods
Gods
God
Zarathustra
Pied
Cow
RETURN
HOME
O
O
Zarathustra
MORE
FORSAKEN
Wild
TREATED
INDULGENTLY
O
Zarathustra
O
Zarathustra
O
Zarathustra
Speak
O
O
O
O
Thou
MYSELF
THEM
Thou
Stung
Innocent
COULD
Pity
ENOUGH
SNEEZETH
Health
Zarathustra
THREE
EVIL
THINGS
WEIGHED
Alas
Did
Where
NUMBER
VOLUPTUOUSNESS
PASSION
FOR
POWER
SELFISHNESS
IT
HOW
UNKNOWN
Passion
ME
PASSION
Bestowing
Zarathustra
SELFISHNESS
Bad
Shy
Baser
ALL
THAT
THE
GREAT
NOONTIDE
EGO
BEHOLD
IT
COMETH
IT
IS
NIGH
THE
GREAT
NOONTIDE
Zarathustra
SPIRIT
OF
GRAVITY
Angora
Thereof
Heavy
WILLETH
EXTRANEOUS
OUR
OWN
MY
All-satisfiedness
Yea
Nay
YE-A
MY
MY
Amongst
WAIT
MYSELF
MY
MY
Zarathustra
OLD
NEW
TABLES
MINE
NO
ONE
YET
KNOWETH
THAT
Gods
Gods
Gods
Must
Superman
Zarathustra
MY
HATH
BEEN
Will
MY
AMONGST
GOLDEN
Zarathustra
Behold
BE
NOT
CONSIDERATE
OF
THY
NEIGHBOUR
THOU
OVERLEAPT
Lo
CAN
GRATUITOUSLY
IN
RETURN
US
WE
IN
OURSELVES
Ah
CAN
Least
MEN
NEVER
SPEAK
THE
TRUTH
DOTH
NOT
LISTEN
TO
HIMSELF
O
THIS
Nay
THESE
KNOWLEDGE
Break
STABLE
Cometh
STILL
CONTRARY
BREAKETH
GANGWAYS
O
AT
PRESENT
IN
FLUX
Have
ON
Woe
Hail
BELIEVE
THEREFORE
Everything
THEREFORE
Everything
O
THEREFORE
Thou
Thou
TRUTH
O
NOBILITY
Gods
God
O
Will
ABILITY-to-stand
Spirit
Holy
Holy
Spirit
OUTWARD
CHILDREN
S
LAND
MAKE
AMENDS
THUS
THEREFORE
Children
Break
THE
BACKSIDE
TO
THOSE
MUCH
MUCH
Raise
Shatter
O
Tatter
Wisdom
Break
O
NEW
IT
Life
DELIGHT
THEM
Ye
O
Zarathustra
ONLY
LEARN
RUN
Zarathustra
COURAGE
O
Better
O
PARASITE
THIS
Being
Becoming
SEEKETH
LOFTIEST
SOUL
O
Know
O
FALL
FASTER
WHEREON
THEREBY
Ye
O
Against
Therein
YOUR
O
MASTER
WILLETH
LACKING
THEY
HEIGHT
FOLLOWETH
TO
IT
Superman
UPWARDS
O
O
NEW
PEOPLES
PEOPLE
THERE
ATTEMPTED
Ah
NO
Destroy
O
O
Pharisees
MUST
Pharisees
MUST
Whom
CREATOR
NOT
UNTO
THEMSELVES
O
BREAK
UP
BREAK
UP
GOOD
AND
JUST
Ye
O
Cheer
Ye
THITHER
CHILDREN
S
LAND
O
O
O
Thou
MY
Thou
Thou
Preserve
Will
IN
Ah
Ah
Ah
O
Will
MY
Spare
Zarathustra
CONVALESCENT
Zarathustra
Zarathustra
Zarathustra
MY
Thou
Zarathustra
Zarathustra
Zarathustra
Thou
Mine
SPEAKETH
Come
Disgust
Zarathustra
Zarathustra
Zarathustra
Zarathustra
O
Zarathustra
Did
O
Zarathustra
Have
O
Zarathustra
O
Zarathustra
YE
LOOKED
ON
AT
IT
ALL
O
Did
Thou
Ah
Ah
Ah
IT
Ah
Ah
Disgust
Zarathustra
Do
O
Zarathustra
THIS
O
Zarathustra
O
Zarathustra
O
Zarathustra
THOU
ART
THE
TEACHER
THE
ETERNAL
RETURN
THY
Behold
Thou
Becoming
O
Zarathustra
Thou
NOT
Superman
ENDETH
Zarathustra
Zarathustra
Zarathustra
O
Yonder
O
O
O
Nay
Yea
Yea
O
O
O
O
Change
Fate
O
Fate
Circuit
Navel-string
Azure
O
O
O
O
O
Which
Thy
O
Thy
O
O
SING
O
Behold
Thou
Thy
O
THEE
SING
O
Zarathustra
DANCE-SONG
Into
O
Life
Twice
Whither
Stand
Seest
Thou
Thou
Thou
Thou
Thou
Thou
Thou
THOU
Life
O
Zarathustra
Crack
Thou
Wisdom
Ah
Wisdom
Wisdom
Life
O
Zarathustra
Thou
Thou
O
Zarathustra
Thou
KNOWEST
O
Zarathustra
Life
Wisdom
Zarathustra
O
Six
Deep
Joy
SEVEN
SEALS
YEA
AND
AMEN
LAY
Wandereth
Eternity
O
Eternity
LOVE
THEE
O
ETERNITY
Gods
Gods
Eternity
O
Eternity
LOVE
THEE
O
ETERNITY
Eternity
O
Eternity
LOVE
THEE
O
ETERNITY
Eternity
O
Eternity
LOVE
THEE
O
ETERNITY
Eternity
O
Eternity
LOVE
THEE
O
ETERNITY
Alpha
Omega
Alpha
Omega
Eternity
O
Eternity
LOVE
THEE
O
ETERNITY
Lo
Eternity
O
Eternity
LOVE
THEE
O
ETERNITY
FOURTH
LAST
PART
Ah
Woe
God
God
God
ZARATHUSTRA
II.
Pitiful
HONEY
SACRIFICE
Zarathustra
O
Zarathustra
O
Zarathustra
Liest
Zarathustra
O
Zarathustra
THAT
REASON
Lo
Zarathustra
O
Zarathustra
Zarathustra
IT
MY
THIS
UP
Did
Hearken
God
Myself
Present
Hazar
Zarathustra-kingdom
How
Whence
Whither
ME
THAT
Drip
Bite
CRY
OF
DISTRESS
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Welcome
Zarathustra
Eat
O
Zarathustra
Zarathustra
Zarathustra
Dost
Zarathustra
Thou
Zarathustra
O
Zarathustra
Hearest
Hearest
O
Zarathustra
Come
Zarathustra
THE
HIGHER
MAN
Zarathustra
HE
HE
Zarathustra
Zarathustra
O
Zarathustra
Behold
HIM
Happiness
Must
Isles
Zarathustra
Silence
THEREON
Cease
THEREON
FROM
THENCE
MY
Zarathustra
O
Zarathustra
Zarathustra
Shouldst
Thou
Thou
Cheer
Zarathustra
THE
KINGS
Ere
Zarathustra
Zarathustra
Better
Jew
Noah
THAT
NOT
FOR
Fie
Ah
Thine
Thou
Zarathustra
Zarathustra
Zarathustra
MY
Thou
Lo
Zarathustra
Y-E-A
Twas
Lord
Drunk
Sybil
Ne
Rome
Rome
Caesar
God
Jew
Zarathustra
O
Zarathustra
Ye
O
Zarathustra
Zarathustra
Zarathustra
ABILITY
Zarathustra
LEECH
Zarathustra
Pardon
Are
Zarathustra
Hath
Thou
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
O
O
Zarathustra
Zarathustra
SPIRITUALLY
CONSCIENTIOUS
ONE
Zarathustra
Better
Zarathustra
O
Zarathustra
BRAIN
MY
MY
THOU
O
Zarathustra
Zarathustra
O
Fain
Zarathustra
Zarathustra
MAGICIAN
Zarathustra
Zarathustra
Zarathustra
Thou
Thou
Bend
Thou
unfamiliar
GOD
Smite
Smite
Pierce
ME
Thou
God
Thou
Thou
Thou
Thou
Thou
Wouldst
GET
IN
Shameless
Thou
Thou
Roll
My
Goad
Cruellest
Cruellest
Thy
Thou
robber
Speak
Thou
Thou
ME
WILT
God
ME
Dead-torturest
LOVE
Cruellest
My
My
Mine
Come
WITH
Oh
Mine
God
Zarathustra
Thou
Thou
O
Zarathustra
Thee
HARD
Zarathustra
Hard
THIS
Zarathustra
Thou
Thou
WHAT
WHOM
PENITENT
IN
SPIRIT
O
Zarathustra
Thou
BELIEVEDST
Thou
Zarathustra
BE
Thou
MUST
Thou
Thy
ONLY
SERIOUSNESS
ART
Thou
ME
Zarathustra
O
Zarathustra
GREAT
O
Zarathustra
Zarathustra
Thou
Thou
THAT
THEREIN
MY
MY
Wherein
ME
Zarathustra
O
Zarathustra
Knowest
O
Zarathustra
ZARATHUSTRA
Zarathustra
Zarathustra
Behold
Hear
KNOWETH
Thou
Zarathustra
OF
SERVICE
Zarathustra
THIS
MAN
Alas
THEY
God
Zarathustra
Zarathustra
Whoever
Zarathustra
God
Thou
God
God
Had
God
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Lo
Thou
Zarathustra
HOW
MAN
Zarathustra
Zarathustra
God
Whoever
God
Did
God
God
Orient
Thou
Zarathustra
AND
TASTE
SUCH
God
God
God
O
Zarathustra
God
God
Behold
Thou
Nigh
O
Zarathustra
Zarathustra
Zarathustra
THY
God
God
Zarathustra
UGLIEST
MAN
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Say
REVENGE
ON
THE
WITNESS
Thou
Zarathustra
Say
Zarathustra
PITY
OVERCAME
HIM
THOU
ART
THE
MURDERER
OF
GOD
Thou
ENDURE
THEE
Thou
Zarathustra
Stay
O
Zarathustra
Thou
God
Sit
Stay
Do
Honour
THOU
NOT
Hath
OBSEQUENT
PITY
O
Zarathustra
Thou
HIM
Zarathustra
RICH
Thy
O
Zarathustra
HONOURED
O
Zarathustra
God
Hath
Thou
O
Zarathustra
Thou
Thou
O
Zarathustra
Thou
THY
Thou
TO
EVERYTHING
ME
God
AND
ALSO
MAN
God
Zarathustra
Thou
Behold
Zarathustra
Thou
Zarathustra
Ah
Alas
THIS
VOLUNTARY
BEGGAR
Zarathustra
Zarathustra
Zarathustra
Preacher-on-the-Mount
Zarathustra
DISGUST
Thou
Thou
Preacher-on-the-Mount
Zarathustra
Zarathustra
Zarathustra
Speak
Zarathustra
Zarathustra
ART
Wanton
Zarathustra
Thou
O
Zarathustra
Populace
Zarathustra
Thou
Preacher-on-the-Mount
IT
Thy
Thou
Furthest
Zarathustra
MINE
Behold
Thou
O
Zarathustra
Zarathustra
SHADOW
Zarathustra
O
Zarathustra
Zarathustra
Whither
THIS
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Thou
O
Zarathustra
Wandering
Jew
Jew
O
O
Zarathustra
Ah
Ah
Ah
Too
Have
_I_
MY
Ah
WHITHER
MY
O
Zarathustra
MY
MY
O
O
O
Zarathustra
Thou
Thy
Thou
Didst
Beware
Thou
Alas
Thou
Zarathustra
NOONTIDE
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Hath
Light
O
O
Wilt
O
Thou
Take
Hot
Do
Do
Lo
God
Wise
LITTLE
BEST
Hath
Hath
Round
Hush
Zarathustra
Thou
Hath
Zarathustra
O
O
Thou
Zarathustra
Zarathustra
GREETING
Zarathustra
CRY
OF
DISTRESS
Zarathustra
Thereupon
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Zarathustra
Ye
Ye
YOUR
HIGHER
MAN
WHAT
THAT
Welcome
Zarathustra
O
Zarathustra
Zarathustra
Thou
Little
O
Zarathustra
O
Zarathustra
ITS
O
Zarathustra
Zarathustra
Doth
Zarathustra
Zarathustra
O
Zarathustra
God
HOPE
O
Zarathustra
GREAT
Zarathustra
Zarathustra
YOU
Plain
God
Zarathustra
TREATED
INDULGENTLY
MY
WARRIORS
INDULGENTLY
MY
Ye
HIS
God
OTHERS
LIONS
O
Isles
THESE
THIS
THESE
Zarathustra
SUPPER
Zarathustra
Zarathustra
Zarathustra
UNTO
ME
Thou
MY
Thus
Zarathustra
Zarathustra
WE
IT
WE
Bread
Zarathustra
Zarathustra
Zarathustra
Be
Zarathustra
John
Dreams
Zarathustra
Did
Supper
THE
HIGHER
MAN
HIGHER
MAN
THIS
God
God
God
God
God
God
Have
O
Doth
Doth
God
WE
Superman
Zarathustra
SURPASSED
Superman
THAT
NOT
O
O
How
O
Superman
Surpass
YE
Have
O
Are
NOT
God
Cold
VANQUISHETH
PRIDE
Man
Ah
Superman
CONSOLATION.
FROM
MAN
Ye
_I_
ME.
LIGHTNINGS.
LIGHT
THEM
Do
Do
CARRIED
Thou
HEIGHT
Ye
Do
YOUR
Unlearn
Ye
Ye
Go
Be
THEM
Shy
CAST
Be
Learn
Doth
